seq	s	e	repeat_fraction
GRCm39:chr1	8200000	8300000	0.72583
GRCm39:chr1	8300000	8400000	0.79106
GRCm39:chr1	8400000	8500000	0.73595
GRCm39:chr1	8500000	8600000	0.62499
GRCm39:chr1	8600000	8700000	0.66626
GRCm39:chr1	8700000	8800000	0.79023
GRCm39:chr1	8800000	8900000	0.74399
GRCm39:chr1	8900000	9000000	0.67174
GRCm39:chr1	9000000	9100000	0.62072
GRCm39:chr1	9100000	9200000	0.72698
GRCm39:chr1	9200000	9300000	0.56721
GRCm39:chr1	9300000	9400000	0.56889
GRCm39:chr1	9400000	9500000	0.81782
GRCm39:chr1	9500000	9600000	0.69475
GRCm39:chr1	9600000	9700000	0.41126
GRCm39:chr1	9700000	9800000	0.3399
GRCm39:chr1	9800000	9900000	0.48736
GRCm39:chr1	9900000	10000000	0.45481
GRCm39:chr1	10000000	10100000	0.36854
GRCm39:chr1	10100000	10200000	0.37704
GRCm39:chr1	10200000	10300000	0.33291
GRCm39:chr1	10300000	10400000	0.48047
GRCm39:chr1	10400000	10500000	0.70436
GRCm39:chr1	10500000	10600000	0.5609
GRCm39:chr1	10600000	10700000	0.53798
GRCm39:chr1	10700000	10800000	0.4767
GRCm39:chr1	10800000	10900000	0.617
GRCm39:chr1	10900000	11000000	0.64218
GRCm39:chr1	11000000	11100000	0.44551
GRCm39:chr1	11100000	11200000	0.42103
GRCm39:chr1	11200000	11300000	0.32929
GRCm39:chr1	11300000	11400000	0.39488
GRCm39:chr1	11400000	11500000	0.56826
GRCm39:chr1	11500000	11600000	0.55538
GRCm39:chr1	11600000	11700000	0.52905
GRCm39:chr1	11700000	11800000	0.5995
GRCm39:chr1	11800000	11900000	0.51187
GRCm39:chr1	11900000	12000000	0.70133
GRCm39:chr1	12000000	12100000	0.42149
GRCm39:chr1	12100000	12200000	0.58372
GRCm39:chr1	12200000	12300000	0.67567
GRCm39:chr1	12300000	12400000	0.57199
GRCm39:chr1	12400000	12500000	0.51611
GRCm39:chr1	12500000	12600000	0.52371
GRCm39:chr1	12600000	12700000	0.5618
GRCm39:chr1	12700000	12800000	0.46488
GRCm39:chr1	12800000	12900000	0.26289
GRCm39:chr1	12900000	13000000	0.37336
GRCm39:chr1	13000000	13100000	0.39773
GRCm39:chr1	13100000	13200000	0.51256
GRCm39:chr1	13200000	13300000	0.26857
GRCm39:chr1	13300000	13400000	0.21681
GRCm39:chr1	13400000	13500000	0.32802
GRCm39:chr1	13500000	13600000	0.6097
GRCm39:chr1	13600000	13700000	0.44964
GRCm39:chr1	13700000	13800000	0.5669
GRCm39:chr1	13800000	13900000	0.67524
GRCm39:chr1	13900000	14000000	0.48175
GRCm39:chr1	14000000	14100000	0.52912
GRCm39:chr1	14100000	14200000	0.55138
GRCm39:chr1	14200000	14300000	0.22173
GRCm39:chr1	14300000	14400000	0.21029
GRCm39:chr1	14400000	14500000	0.42795
GRCm39:chr1	14500000	14600000	0.42397
GRCm39:chr1	14600000	14700000	0.45267
GRCm39:chr1	14700000	14800000	0.37302
GRCm39:chr1	14800000	14900000	0.36512
GRCm39:chr1	14900000	15000000	0.31975
GRCm39:chr1	15000000	15100000	0.6579
GRCm39:chr1	15100000	15200000	0.61877
GRCm39:chr1	15200000	15300000	0.55019
GRCm39:chr1	15300000	15400000	0.49336
GRCm39:chr1	15400000	15500000	0.35379
GRCm39:chr1	15500000	15600000	0.57289
GRCm39:chr1	15600000	15700000	0.29495
GRCm39:chr1	15700000	15800000	0.32304
GRCm39:chr1	15800000	15900000	0.66489
GRCm39:chr1	15900000	16000000	0.47826
GRCm39:chr1	16000000	16100000	0.67118
GRCm39:chr1	16100000	16200000	0.41742
GRCm39:chr1	16200000	16300000	0.45879
GRCm39:chr1	16300000	16400000	0.36735
GRCm39:chr1	16400000	16500000	0.51063
GRCm39:chr1	16500000	16600000	0.62545
GRCm39:chr1	16600000	16700000	0.47245
GRCm39:chr1	16700000	16800000	0.57009
GRCm39:chr1	16800000	16900000	0.74727
GRCm39:chr1	16900000	17000000	0.74234
GRCm39:chr1	17000000	17100000	0.51022
GRCm39:chr1	17100000	17200000	0.41342
GRCm39:chr1	17200000	17300000	0.56562
GRCm39:chr1	17300000	17400000	0.70171
GRCm39:chr1	17400000	17500000	0.53471
GRCm39:chr1	17500000	17600000	0.65487
GRCm39:chr1	17600000	17700000	0.49417
GRCm39:chr1	17700000	17800000	0.558
GRCm39:chr1	17800000	17900000	0.48945
GRCm39:chr1	17900000	18000000	0.68422
GRCm39:chr1	18000000	18100000	0.68247
GRCm39:chr1	18100000	18200000	0.65099
GRCm39:chr1	18200000	18300000	0.51484
GRCm39:chr1	18300000	18400000	0.42277
GRCm39:chr1	18400000	18500000	0.48394
GRCm39:chr1	18500000	18600000	0.49581
GRCm39:chr1	18600000	18700000	0.46102
GRCm39:chr1	18700000	18800000	0.74358
GRCm39:chr1	18800000	18900000	0.65735
GRCm39:chr1	18900000	19000000	0.592
GRCm39:chr1	19000000	19100000	0.51682
GRCm39:chr1	19100000	19200000	0.41294
GRCm39:chr1	19200000	19300000	0.3712
GRCm39:chr1	19300000	19400000	0.43488
GRCm39:chr1	19400000	19500000	0.54938
GRCm39:chr1	19500000	19600000	0.55056
GRCm39:chr1	19600000	19700000	0.42397
GRCm39:chr1	19700000	19800000	0.45181
GRCm39:chr1	19800000	19900000	0.36969
GRCm39:chr1	19900000	20000000	0.31884
GRCm39:chr1	20000000	20100000	0.41199
GRCm39:chr1	20100000	20200000	0.52124
GRCm39:chr1	20200000	20300000	0.32658
GRCm39:chr1	20300000	20400000	0.49139
GRCm39:chr1	20400000	20500000	0.43814
GRCm39:chr1	20500000	20600000	0.43631
GRCm39:chr1	20600000	20700000	0.46177
GRCm39:chr1	20700000	20800000	0.53068
GRCm39:chr1	20800000	20900000	0.43518
GRCm39:chr1	20900000	21000000	0.43508
GRCm39:chr1	21000000	21100000	0.37434
GRCm39:chr1	21100000	21200000	0.36741
GRCm39:chr1	21200000	21300000	0.50685
GRCm39:chr1	21300000	21400000	0.44512
GRCm39:chr1	21400000	21500000	0.44143
GRCm39:chr1	21500000	21600000	0.36846
GRCm39:chr1	21600000	21700000	0.50547
GRCm39:chr1	21700000	21800000	0.3193
GRCm39:chr1	21800000	21900000	0.34128
GRCm39:chr1	21900000	22000000	0.32416
GRCm39:chr1	22000000	22100000	0.44532
GRCm39:chr1	22100000	22200000	0.5731
GRCm39:chr1	22200000	22300000	0.6196
GRCm39:chr1	22300000	22400000	0.39971
GRCm39:chr1	22400000	22500000	0.23787
GRCm39:chr1	22500000	22600000	0.36179
GRCm39:chr1	22600000	22700000	0.29284
GRCm39:chr1	22700000	22800000	0.30191
GRCm39:chr1	22800000	22900000	0.36595
GRCm39:chr1	22900000	23000000	0.47285
GRCm39:chr1	23000000	23100000	0.447
GRCm39:chr1	23100000	23200000	0.42514
GRCm39:chr1	23200000	23300000	0.39034
GRCm39:chr1	23300000	23400000	0.32938
GRCm39:chr1	23400000	23500000	0.47984
GRCm39:chr1	23500000	23600000	0.45072
GRCm39:chr1	23600000	23700000	0.52531
GRCm39:chr1	23700000	23800000	0.60503
GRCm39:chr1	23800000	23900000	0.39756
GRCm39:chr1	23900000	24000000	0.43966
GRCm39:chr1	24000000	24100000	0.44226
GRCm39:chr1	24100000	24200000	0.43914
GRCm39:chr1	24200000	24300000	0.18904
GRCm39:chr1	24300000	24400000	0.32071
GRCm39:chr1	24400000	24500000	0.34546
GRCm39:chr1	24500000	24600000	0.30844
GRCm39:chr1	24600000	24700000	0.47875
GRCm39:chr1	24700000	24800000	0.3791
GRCm39:chr1	24800000	24900000	0.53659
GRCm39:chr1	24900000	25000000	0.57352
GRCm39:chr1	25000000	25100000	0.50603
GRCm39:chr1	25100000	25200000	0.30087
GRCm39:chr1	25200000	25300000	0.29077
GRCm39:chr1	25300000	25400000	0.37969
GRCm39:chr1	25400000	25500000	0.33052
GRCm39:chr1	25500000	25600000	0.33436
GRCm39:chr1	25600000	25700000	0.31145
GRCm39:chr1	25700000	25800000	0.33784
GRCm39:chr1	25800000	25900000	0.28558
GRCm39:chr1	25900000	26000000	0.64703
GRCm39:chr1	26000000	26100000	0.62479
GRCm39:chr1	26100000	26200000	0.55969
GRCm39:chr1	26200000	26300000	0.55197
GRCm39:chr1	26300000	26400000	0.52286
GRCm39:chr1	26400000	26500000	0.58622
GRCm39:chr1	26500000	26600000	0.62826
GRCm39:chr1	26600000	26700000	0.54561
GRCm39:chr1	26700000	26800000	0.49902
GRCm39:chr1	26800000	26900000	0.45503
GRCm39:chr1	26900000	27000000	0.57268
GRCm39:chr1	27000000	27100000	0.63161
GRCm39:chr1	27100000	27200000	0.6915
GRCm39:chr1	27200000	27300000	0.70711
GRCm39:chr1	27300000	27400000	0.58042
GRCm39:chr1	27400000	27500000	0.56661
GRCm39:chr1	27500000	27600000	0.57308
GRCm39:chr1	27600000	27700000	0.52838
GRCm39:chr1	27700000	27800000	0.62186
GRCm39:chr1	27800000	27900000	0.51957
GRCm39:chr1	27900000	28000000	0.46723
GRCm39:chr1	28000000	28100000	0.53085
GRCm39:chr1	28100000	28200000	0.53861
GRCm39:chr1	28200000	28300000	0.50616
GRCm39:chr1	28300000	28400000	0.56238
GRCm39:chr1	28400000	28500000	0.6313
GRCm39:chr1	28500000	28600000	0.56038
GRCm39:chr1	28600000	28700000	0.46764
GRCm39:chr1	28700000	28800000	0.42503
GRCm39:chr1	28800000	28900000	0.4296
GRCm39:chr1	28900000	29000000	0.49788
GRCm39:chr1	29000000	29100000	0.41502
GRCm39:chr1	29100000	29200000	0.43534
GRCm39:chr1	29200000	29300000	0.47454
GRCm39:chr1	29300000	29400000	0.46023
GRCm39:chr1	29400000	29500000	0.63897
GRCm39:chr1	29500000	29600000	0.59551
GRCm39:chr1	29600000	29700000	0.73545
GRCm39:chr1	29700000	29800000	0.57188
GRCm39:chr1	29800000	29900000	0.53981
GRCm39:chr1	29900000	30000000	0.5924
GRCm39:chr1	30000000	30100000	0.59564
GRCm39:chr1	30100000	30200000	0.4995
GRCm39:chr1	30200000	30300000	0.56051
GRCm39:chr1	30300000	30400000	0.67791
GRCm39:chr1	30400000	30500000	0.60084
GRCm39:chr1	30500000	30600000	0.45229
GRCm39:chr1	30600000	30700000	0.45967
GRCm39:chr1	30700000	30800000	0.75458
GRCm39:chr1	30800000	30900000	0.37549
GRCm39:chr1	30900000	31000000	0.47016
GRCm39:chr1	31000000	31100000	0.58066
GRCm39:chr1	31100000	31200000	0.45754
GRCm39:chr1	31200000	31300000	0.49142
GRCm39:chr1	31300000	31400000	0.61634
GRCm39:chr1	31400000	31500000	0.56369
GRCm39:chr1	31500000	31600000	0.58118
GRCm39:chr1	31600000	31700000	0.52447
GRCm39:chr1	31700000	31800000	0.59118
GRCm39:chr1	31800000	31900000	0.60985
GRCm39:chr1	31900000	32000000	0.61597
GRCm39:chr1	32000000	32100000	0.50836
GRCm39:chr1	32100000	32200000	0.50585
GRCm39:chr1	32200000	32300000	0.34119
GRCm39:chr1	32300000	32400000	0.44693
GRCm39:chr1	32400000	32500000	0.51659
GRCm39:chr1	32500000	32600000	0.31737
GRCm39:chr1	32600000	32700000	0.36528
GRCm39:chr1	32700000	32800000	0.46852
GRCm39:chr1	32800000	32900000	0.51609
GRCm39:chr1	32900000	33000000	0.48181
GRCm39:chr1	33000000	33100000	0.51812
GRCm39:chr1	33100000	33200000	0.48095
GRCm39:chr1	33200000	33300000	0.58789
GRCm39:chr1	33300000	33400000	0.55743
GRCm39:chr1	33400000	33500000	0.67421
GRCm39:chr1	33500000	33600000	0.32955
GRCm39:chr1	33600000	33700000	0.37374
GRCm39:chr1	33700000	33800000	0.38699
GRCm39:chr1	33800000	33900000	0.45846
GRCm39:chr1	33900000	34000000	0.40809
GRCm39:chr1	34000000	34100000	0.30956
GRCm39:chr1	34100000	34200000	0.27685
GRCm39:chr1	34200000	34300000	0.14434
GRCm39:chr1	34300000	34400000	0.34216
GRCm39:chr1	34400000	34500000	0.57743
GRCm39:chr1	34500000	34600000	0.46882
GRCm39:chr1	34600000	34700000	0.50912
GRCm39:chr1	34700000	34800000	0.4496
GRCm39:chr1	34800000	34900000	0.37296
GRCm39:chr1	34900000	35000000	0.56823
GRCm39:chr1	35000000	35100000	0.50923
GRCm39:chr1	35100000	35200000	0.60983
GRCm39:chr1	35200000	35300000	0.54845
GRCm39:chr1	35300000	35400000	0.575
GRCm39:chr1	35400000	35500000	0.55014
GRCm39:chr1	35500000	35600000	0.61316
GRCm39:chr1	35600000	35700000	0.49532
GRCm39:chr1	35700000	35800000	0.56225
GRCm39:chr1	35800000	35900000	0.49493
GRCm39:chr1	35900000	36000000	0.48944
GRCm39:chr1	36000000	36100000	0.60995
GRCm39:chr1	36100000	36200000	0.34437
GRCm39:chr1	36200000	36300000	0.45401
GRCm39:chr1	36300000	36400000	0.33096
GRCm39:chr1	36400000	36500000	0.38173
GRCm39:chr1	36500000	36600000	0.27148
GRCm39:chr1	36600000	36700000	0.31508
GRCm39:chr1	36700000	36800000	0.46476
GRCm39:chr1	36800000	36900000	0.27647
GRCm39:chr1	36900000	37000000	0.42669
GRCm39:chr1	37000000	37100000	0.54255
GRCm39:chr1	37100000	37200000	0.39866
GRCm39:chr1	37200000	37300000	0.35704
GRCm39:chr1	37300000	37400000	0.39111
GRCm39:chr1	37400000	37500000	0.2404
GRCm39:chr1	37500000	37600000	0.39131
GRCm39:chr1	37600000	37700000	0.41919
GRCm39:chr1	37700000	37800000	0.33125
GRCm39:chr1	37800000	37900000	0.56489
GRCm39:chr1	37900000	38000000	0.40899
GRCm39:chr1	38000000	38100000	0.37178
GRCm39:chr1	38100000	38200000	0.38687
GRCm39:chr1	38200000	38300000	0.21696
GRCm39:chr1	38300000	38400000	0.26257
GRCm39:chr1	38400000	38500000	0.16658
GRCm39:chr1	38500000	38600000	0.16072
GRCm39:chr1	38600000	38700000	0.24025
GRCm39:chr1	38700000	38800000	0.41264
GRCm39:chr1	38800000	38900000	0.35492
GRCm39:chr1	38900000	39000000	0.41178
GRCm39:chr1	39000000	39100000	0.4659
GRCm39:chr1	39100000	39200000	0.45729
GRCm39:chr1	39200000	39300000	0.30796
GRCm39:chr1	39300000	39400000	0.33239
GRCm39:chr1	39400000	39500000	0.29342
GRCm39:chr1	39500000	39600000	0.4057
GRCm39:chr1	39600000	39700000	0.438
GRCm39:chr1	39700000	39800000	0.38032
GRCm39:chr1	39800000	39900000	0.4272
GRCm39:chr1	39900000	40000000	0.3058
GRCm39:chr1	40000000	40100000	0.24667
GRCm39:chr1	40100000	40200000	0.38564
GRCm39:chr1	40200000	40300000	0.47744
GRCm39:chr1	40300000	40400000	0.34759
GRCm39:chr1	40400000	40500000	0.3186
GRCm39:chr1	40500000	40600000	0.35746
GRCm39:chr1	40600000	40700000	0.32663
GRCm39:chr1	40700000	40800000	0.24821
GRCm39:chr1	40800000	40900000	0.30277
GRCm39:chr1	40900000	41000000	0.31588
GRCm39:chr1	41000000	41100000	0.32356
GRCm39:chr1	41100000	41200000	0.37223
GRCm39:chr1	41200000	41300000	0.36214
GRCm39:chr1	41300000	41400000	0.36674
GRCm39:chr1	41400000	41500000	0.31531
GRCm39:chr1	41500000	41600000	0.5301
GRCm39:chr1	41600000	41700000	0.41352
GRCm39:chr1	41700000	41800000	0.33809
GRCm39:chr1	41800000	41900000	0.29744
GRCm39:chr1	41900000	42000000	0.38501
GRCm39:chr1	42000000	42100000	0.39225
GRCm39:chr1	42100000	42200000	0.26505
GRCm39:chr1	42200000	42300000	0.2957
GRCm39:chr1	42300000	42400000	0.37798
GRCm39:chr1	42400000	42500000	0.38107
GRCm39:chr1	42500000	42600000	0.29272
GRCm39:chr1	42600000	42700000	0.31742
GRCm39:chr1	42700000	42800000	0.21476
GRCm39:chr1	42800000	42900000	0.42167
GRCm39:chr1	42900000	43000000	0.33024
GRCm39:chr1	43000000	43100000	0.43071
GRCm39:chr1	43100000	43200000	0.32123
GRCm39:chr1	43200000	43300000	0.40484
GRCm39:chr1	43300000	43400000	0.40673
GRCm39:chr1	43400000	43500000	0.35129
GRCm39:chr1	43500000	43600000	0.24367
GRCm39:chr1	43600000	43700000	0.48483
GRCm39:chr1	43700000	43800000	0.44156
GRCm39:chr1	43800000	43900000	0.38891
GRCm39:chr1	43900000	44000000	0.46217
GRCm39:chr1	44000000	44100000	0.39938
GRCm39:chr1	44100000	44200000	0.33949
GRCm39:chr1	44200000	44300000	0.57956
GRCm39:chr1	44300000	44400000	0.77998
GRCm39:chr1	44400000	44500000	0.76562
GRCm39:chr1	44500000	44600000	0.68057
GRCm39:chr1	44600000	44700000	0.42777
GRCm39:chr1	44700000	44800000	0.5084
GRCm39:chr1	44800000	44900000	0.5132
GRCm39:chr1	44900000	45000000	0.70745
GRCm39:chr1	45000000	45100000	0.75248
GRCm39:chr1	45100000	45200000	0.76068
GRCm39:chr1	45200000	45300000	0.78603
GRCm39:chr1	45300000	45400000	0.3507
GRCm39:chr1	45400000	45500000	0.3191
GRCm39:chr1	45500000	45600000	0.41743
GRCm39:chr1	45600000	45700000	0.66454
GRCm39:chr1	45700000	45800000	0.68256
GRCm39:chr1	45800000	45900000	0.44194
GRCm39:chr1	45900000	46000000	0.35893
GRCm39:chr1	46000000	46100000	0.50081
GRCm39:chr1	46100000	46200000	0.53354
GRCm39:chr1	46200000	46300000	0.39525
GRCm39:chr1	46300000	46400000	0.56771
GRCm39:chr1	46400000	46500000	0.53397
GRCm39:chr1	46500000	46600000	0.63638
GRCm39:chr1	46600000	46700000	0.54678
GRCm39:chr1	46700000	46800000	0.60843
GRCm39:chr1	46800000	46900000	0.21459
GRCm39:chr1	46900000	47000000	0.45064
GRCm39:chr1	47000000	47100000	0.51428
GRCm39:chr1	47100000	47200000	0.68802
GRCm39:chr1	47200000	47300000	0.62301
GRCm39:chr1	47300000	47400000	0.37565
GRCm39:chr1	47400000	47500000	0.41739
GRCm39:chr1	47500000	47600000	0.44195
GRCm39:chr1	47600000	47700000	0.62152
GRCm39:chr1	47700000	47800000	0.70504
GRCm39:chr1	47800000	47900000	0.49331
GRCm39:chr1	47900000	48000000	0.49915
GRCm39:chr1	48000000	48100000	0.54206
GRCm39:chr1	48100000	48200000	0.72417
GRCm39:chr1	48200000	48300000	0.6438
GRCm39:chr1	48300000	48400000	0.70906
GRCm39:chr1	48400000	48500000	0.64122
GRCm39:chr1	48500000	48600000	0.6408
GRCm39:chr1	48600000	48700000	0.62622
GRCm39:chr1	48700000	48800000	0.71434
GRCm39:chr1	48800000	48900000	0.71872
GRCm39:chr1	48900000	49000000	0.56457
GRCm39:chr1	49000000	49100000	0.55248
GRCm39:chr1	49100000	49200000	0.57756
GRCm39:chr1	49200000	49300000	0.68869
GRCm39:chr1	49300000	49400000	0.6713
GRCm39:chr1	49400000	49500000	0.55324
GRCm39:chr1	49500000	49600000	0.67267
GRCm39:chr1	49600000	49700000	0.69596
GRCm39:chr1	49700000	49800000	0.68205
GRCm39:chr1	49800000	49900000	0.69368
GRCm39:chr1	49900000	50000000	0.69445
GRCm39:chr1	50000000	50100000	0.67218
GRCm39:chr1	50100000	50200000	0.58955
GRCm39:chr1	50200000	50300000	0.6395
GRCm39:chr1	50300000	50400000	0.65501
GRCm39:chr1	50400000	50500000	0.73239
GRCm39:chr1	50500000	50600000	0.60543
GRCm39:chr1	50600000	50700000	0.41124
GRCm39:chr1	50700000	50800000	0.59696
GRCm39:chr1	50800000	50900000	0.53922
GRCm39:chr1	50900000	51000000	0.34918
GRCm39:chr1	51000000	51100000	0.27299
GRCm39:chr1	51100000	51200000	0.20855
GRCm39:chr1	51200000	51300000	0.26695
GRCm39:chr1	51300000	51400000	0.30781
GRCm39:chr1	51400000	51500000	0.44447
GRCm39:chr1	51500000	51600000	0.3929
GRCm39:chr1	51600000	51700000	0.35612
GRCm39:chr1	51700000	51800000	0.52405
GRCm39:chr1	51800000	51900000	0.18796
GRCm39:chr1	51900000	52000000	0.26931
GRCm39:chr1	52000000	52100000	0.4097
GRCm39:chr1	52100000	52200000	0.2228
GRCm39:chr1	52200000	52300000	0.22193
GRCm39:chr1	52300000	52400000	0.47684
GRCm39:chr1	52400000	52500000	0.60607
GRCm39:chr1	52500000	52600000	0.42733
GRCm39:chr1	52600000	52700000	0.47044
GRCm39:chr1	52700000	52800000	0.39719
GRCm39:chr1	52800000	52900000	0.55133
GRCm39:chr1	52900000	53000000	0.5437
GRCm39:chr1	53000000	53100000	0.55438
GRCm39:chr1	53100000	53200000	0.50119
GRCm39:chr1	53200000	53300000	0.50315
GRCm39:chr1	53300000	53400000	0.3829
GRCm39:chr1	53400000	53500000	0.48791
GRCm39:chr1	53500000	53600000	0.44995
GRCm39:chr1	53600000	53700000	0.56717
GRCm39:chr1	53700000	53800000	0.53683
GRCm39:chr1	53800000	53900000	0.2419
GRCm39:chr1	53900000	54000000	0.28559
GRCm39:chr1	54000000	54100000	0.47979
GRCm39:chr1	54100000	54200000	0.39222
GRCm39:chr1	54200000	54300000	0.56086
GRCm39:chr1	54300000	54400000	0.64316
GRCm39:chr1	54400000	54500000	0.48356
GRCm39:chr1	54500000	54600000	0.42956
GRCm39:chr1	54600000	54700000	0.49714
GRCm39:chr1	54700000	54800000	0.2941
GRCm39:chr1	54800000	54900000	0.29234
GRCm39:chr1	54900000	55000000	0.41445
GRCm39:chr1	55000000	55100000	0.56191
GRCm39:chr1	55100000	55200000	0.59406
GRCm39:chr1	55200000	55300000	0.44425
GRCm39:chr1	55300000	55400000	0.66582
GRCm39:chr1	55400000	55500000	0.43755
GRCm39:chr1	55500000	55600000	0.50057
GRCm39:chr1	55600000	55700000	0.41053
GRCm39:chr1	55700000	55800000	0.28381
GRCm39:chr1	55800000	55900000	0.48856
GRCm39:chr1	55900000	56000000	0.25194
GRCm39:chr1	56000000	56100000	0.32656
GRCm39:chr1	56100000	56200000	0.50879
GRCm39:chr1	56200000	56300000	0.30087
GRCm39:chr1	56300000	56400000	0.33225
GRCm39:chr1	56400000	56500000	0.35698
GRCm39:chr1	56500000	56600000	0.45393
GRCm39:chr1	56600000	56700000	0.4088
GRCm39:chr1	56700000	56800000	0.47907
GRCm39:chr1	56800000	56900000	0.3092
GRCm39:chr1	56900000	57000000	0.17065
GRCm39:chr1	57000000	57100000	0.29929
GRCm39:chr1	57100000	57200000	0.36493
GRCm39:chr1	57200000	57300000	0.37873
GRCm39:chr1	57300000	57400000	0.35063
GRCm39:chr1	57400000	57500000	0.39644
GRCm39:chr1	57500000	57600000	0.41147
GRCm39:chr1	57600000	57700000	0.44734
GRCm39:chr1	57700000	57800000	0.40587
GRCm39:chr1	57800000	57900000	0.20502
GRCm39:chr1	57900000	58000000	0.23348
GRCm39:chr1	58000000	58100000	0.45913
GRCm39:chr1	58100000	58200000	0.31854
GRCm39:chr1	58200000	58300000	0.26856
GRCm39:chr1	58300000	58400000	0.43525
GRCm39:chr1	58400000	58500000	0.48935
GRCm39:chr1	58500000	58600000	0.43812
GRCm39:chr1	58600000	58700000	0.58948
GRCm39:chr1	58700000	58800000	0.44433
GRCm39:chr1	58800000	58900000	0.68382
GRCm39:chr1	58900000	59000000	0.56422
GRCm39:chr1	59000000	59100000	0.41098
GRCm39:chr1	59100000	59200000	0.39054
GRCm39:chr1	59200000	59300000	0.38392
GRCm39:chr1	59300000	59400000	0.39917
GRCm39:chr1	59400000	59500000	0.33185
GRCm39:chr1	59500000	59600000	0.31612
GRCm39:chr1	59600000	59700000	0.36254
GRCm39:chr1	59700000	59800000	0.51461
GRCm39:chr1	59800000	59900000	0.49322
GRCm39:chr1	59900000	60000000	0.42886
GRCm39:chr1	60000000	60100000	0.46786
GRCm39:chr1	60100000	60200000	0.53437
GRCm39:chr1	60200000	60300000	0.38105
GRCm39:chr1	60300000	60400000	0.46488
GRCm39:chr1	60400000	60500000	0.45451
GRCm39:chr1	60500000	60600000	0.31635
GRCm39:chr1	60600000	60700000	0.37312
GRCm39:chr1	60700000	60800000	0.50036
GRCm39:chr1	60800000	60900000	0.44266
GRCm39:chr1	60900000	61000000	0.35251
GRCm39:chr1	61000000	61100000	0.2738
GRCm39:chr1	61100000	61200000	0.27034
GRCm39:chr1	61200000	61300000	0.35038
GRCm39:chr1	61300000	61400000	0.26882
GRCm39:chr1	61400000	61500000	0.41651
GRCm39:chr1	61500000	61600000	0.51739
GRCm39:chr1	61600000	61700000	0.40514
GRCm39:chr1	61700000	61800000	0.29582
GRCm39:chr1	61800000	61900000	0.21144
GRCm39:chr1	61900000	62000000	0.29597
GRCm39:chr1	62000000	62100000	0.18798
GRCm39:chr1	62100000	62200000	0.31381
GRCm39:chr1	62200000	62300000	0.23205
GRCm39:chr1	62300000	62400000	0.26675
GRCm39:chr1	62400000	62500000	0.21122
GRCm39:chr1	62500000	62600000	0.31062
GRCm39:chr1	62600000	62700000	0.22332
GRCm39:chr1	62700000	62800000	0.1852
GRCm39:chr1	62800000	62900000	0.20451
GRCm39:chr1	62900000	63000000	0.4234
GRCm39:chr1	63000000	63100000	0.53255
GRCm39:chr1	63100000	63200000	0.47787
GRCm39:chr1	63200000	63300000	0.45081
GRCm39:chr1	63300000	63400000	0.55379
GRCm39:chr1	63400000	63500000	0.43206
GRCm39:chr1	63500000	63600000	0.25294
GRCm39:chr1	63600000	63700000	0.29275
