chr1	270518180	1100000	1200000	+	chr18	90720763	3035614	3135614	7	100000	8	id:f:0.843404	kc:f:0.982722
chr1	270518180	1200000	1300000	+	chr18	90720763	90554763	90654763	7	100000	8	id:f:0.843529	kc:f:0.840711
chr1	270518180	1400000	1500000	+	chr2	181755017	7403188	7503188	6	100000	8	id:f:0.836837	kc:f:0.781402
chr1	270518180	1500000	1600000	+	chr1	195154279	45694559	45794559	6	100000	8	id:f:0.836962	kc:f:0.768113
chr1	270518180	1600000	1700000	+	chr5	151758149	109560720	109660720	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1600000	1700000	-	chr8	130127694	4746504	4846504	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1600000	1700000	+	chr10	130530862	130324584	130424584	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1600000	1700000	+	chr12	120092757	14478073	14578073	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1600000	1700000	+	chr18	90720763	3034583	3134583	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1600000	1700000	+	chrX	169476592	53031744	53131744	5	100000	8	id:f:0.828969	kc:f:0.954463
chr1	270518180	1700000	1800000	+	chr5	151758149	109560720	109660720	5	100000	8	id:f:0.829093	kc:f:0.882997
chr1	270518180	1700000	1800000	-	chr8	130127694	4746504	4846504	5	100000	8	id:f:0.829093	kc:f:0.882997
chr1	270518180	1900000	2000000	-	chr1	195154279	9114804	9214804	6	100000	8	id:f:0.837087	kc:f:0.807013
chr1	270518180	2000000	2100000	+	chr18	90720763	90543517	90643517	6	100000	8	id:f:0.836837	kc:f:0.594383
chr1	270518180	2200000	2300000	-	chr18	90720763	90551887	90651887	7	100000	8	id:f:0.843529	kc:f:0.741795
chr1	270518180	2300000	2400000	-	chrX	169476592	113026710	113126710	7	100000	8	id:f:0.843404	kc:f:0.836232
chr1	270518180	2400000	2500000	+	chr11	121973369	31127182	31227182	6	100000	8	id:f:0.837087	kc:f:0.870874
chr1	270518180	2500000	2600000	+	chr9	124359700	13071325	13171325	7	100000	8	id:f:0.843529	kc:f:0.876328
chr1	270518180	2600000	2700000	-	chr10	130530862	130336163	130436163	5	100000	8	id:f:0.828845	kc:f:0.920927
chr1	270518180	2700000	2800000	+	chr9	124359700	13072483	13172483	8	100000	8	id:f:0.849352	kc:f:0.912817
chr1	270518180	2800000	2900000	-	chr10	130530862	130336163	130436163	6	100000	8	id:f:0.836837	kc:f:0.860126
chr1	270518180	2800000	2900000	-	chr17	95294699	95162078	95262078	6	100000	8	id:f:0.836837	kc:f:0.860126
chr1	270518180	2900000	3000000	+	chrX	169476592	29887610	29987610	7	100000	8	id:f:0.843654	kc:f:0.78259
chr1	270518180	3100000	3200000	-	chr18	90720763	22282369	22382369	5	100000	8	id:f:0.829217	kc:f:0.875959
chr1	270518180	3200000	3300000	-	chrX	169476592	38945089	39045089	5	100000	8	id:f:0.829217	kc:f:0.885525
chr1	270518180	3300000	3400000	+	chr18	90720763	22282369	22382369	5	100000	8	id:f:0.829093	kc:f:0.896242
chr1	270518180	3400000	3500000	-	chr2	181755017	144729209	144829209	5	100000	8	id:f:0.829217	kc:f:0.976827
chr1	270518180	3400000	3500000	-	chr3	159745316	5910485	6010485	5	100000	8	id:f:0.829217	kc:f:0.976827
chr1	270518180	3400000	3500000	+	chr7	144995196	41331191	41431191	5	100000	8	id:f:0.829217	kc:f:0.976827
chr1	270518180	3400000	3500000	-	chr8	130127694	53330965	53430965	5	100000	8	id:f:0.829217	kc:f:0.976827
chr1	270518180	3400000	3500000	-	chr13	120883175	12768914	12868914	5	100000	8	id:f:0.829217	kc:f:0.976827
chr1	270518180	3500000	3600000	+	chr1	195154279	18832991	18932991	5	100000	8	id:f:0.829217	kc:f:0.890523
chr1	270518180	3700000	3800000	+	chr3	159745316	62794048	62894048	5	100000	8	id:f:0.829217	kc:f:0.842319
chr1	270518180	3700000	3800000	+	chr11	121973369	21455146	21555146	5	100000	8	id:f:0.829217	kc:f:0.842319
chr1	270518180	3800000	3900000	-	chr9	124359700	62694610	62794610	6	100000	8	id:f:0.837087	kc:f:0.872586
chr1	270518180	3900000	7100000	+	chr10	130530862	7463481	10776127	12	3312646	8	id:f:0.855821	kc:f:0.962009
chr1	270518180	7100000	7200000	+	chr2	181755017	18177529	18277529	5	100000	8	id:f:0.829341	kc:f:0.994052
chr1	270518180	7200000	7500000	+	chr10	130530862	10872884	11180321	13	307437	9	id:f:0.861725	kc:f:0.965444
chr1	270518180	7500000	7600000	-	chr13	120883175	15073689	15173689	7	100000	8	id:f:0.843654	kc:f:0.929901
chr1	270518180	7600000	7700000	-	chr12	120092757	109144061	109244061	9	100000	8	id:f:0.854887	kc:f:0.865708
chr1	270518180	7700000	7800000	-	chr1	195154279	9109662	9209662	7	100000	8	id:f:0.843529	kc:f:1.11993
chr1	270518180	7700000	7800000	+	chr8	130127694	129684120	129784120	7	100000	8	id:f:0.843529	kc:f:1.11993
chr1	270518180	7800000	8000000	+	chr10	130530862	11463761	11700832	6	237071	8	id:f:0.840497	kc:f:0.939417
chr1	270518180	8000000	8100000	+	chr4	156860686	49346444	49446444	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8000000	8100000	+	chr6	149588044	90213475	90313475	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8000000	8100000	+	chr8	130127694	73740219	73840219	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8000000	8100000	+	chr12	120092757	114830525	114930525	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8000000	8100000	+	chr18	90720763	59545960	59645960	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8000000	8100000	+	chrX	169476592	14649775	14749775	5	100000	8	id:f:0.828969	kc:f:0.975243
chr1	270518180	8100000	8800000	+	chr10	130530862	11830023	12514448	9	700000	8	id:f:0.850293	kc:f:0.991439
chr1	270518180	8900000	9000000	+	chr10	130530862	12612495	12712495	6	100000	8	id:f:0.837338	kc:f:0.935203
chr1	270518180	9200000	9300000	-	chr12	120092757	101509661	101609661	5	100000	8	id:f:0.829093	kc:f:0.94894
chr1	270518180	9200000	9300000	-	chrX	169476592	48594291	48694291	5	100000	8	id:f:0.829093	kc:f:0.94894
chr1	270518180	9300000	11000000	+	chr10	130530862	12967650	14681816	10	1714166	8	id:f:0.851571	kc:f:0.950149
chr1	270518180	11000000	11100000	+	chr10	130530862	34304855	34404855	7	100000	8	id:f:0.84378	kc:f:0.949553
chr1	270518180	11100000	11600000	+	chr10	130530862	14766545	15275657	7	509112	8	id:f:0.841982	kc:f:0.952054
chr1	270518180	11200000	11300000	+	chr8	130127694	129684120	129784120	7	100000	8	id:f:0.84378	kc:f:1.01334
chr1	270518180	11300000	11400000	-	chrX	169476592	68920249	69020249	7	100000	8	id:f:0.843654	kc:f:0.910447
chr1	270518180	11600000	11700000	-	chrX	169476592	111712914	111812914	7	100000	8	id:f:0.84378	kc:f:0.928421
chr1	270518180	11700000	11800000	-	chrX	169476592	94791164	94891164	7	100000	8	id:f:0.843654	kc:f:1.07586
chr1	270518180	11800000	12000000	+	chr10	130530862	15482475	15668329	7	200000	8	id:f:0.853554	kc:f:0.945153
chr1	270518180	12000000	12100000	-	chr16	98008968	15753298	15853298	7	100000	8	id:f:0.84378	kc:f:0.742914
chr1	270518180	12100000	12200000	+	chr16	98008968	15753298	15853298	6	100000	8	id:f:0.836837	kc:f:0.972587
chr1	270518180	12200000	12300000	+	chr13	120883175	15055692	15155692	8	100000	8	id:f:0.849604	kc:f:1.11998
chr1	270518180	12300000	12400000	+	chr7	144995196	48142834	48242834	6	100000	8	id:f:0.837087	kc:f:0.985921
chr1	270518180	12300000	12400000	-	chr12	120092757	109159226	109259226	6	100000	8	id:f:0.837087	kc:f:0.985921
chr1	270518180	12300000	12400000	-	chr13	120883175	15051678	15151678	6	100000	8	id:f:0.837087	kc:f:0.985921
chr1	270518180	12400000	12800000	+	chr10	130530862	15979492	16357730	8	400000	8	id:f:0.850415	kc:f:0.981944
chr1	270518180	12800000	12900000	-	chrX	169476592	48598591	48698591	7	100000	8	id:f:0.843529	kc:f:0.966568
chr1	270518180	12900000	13000000	+	chr10	130530862	16483417	16583417	9	100000	8	id:f:0.854634	kc:f:0.895185
chr1	270518180	13000000	13100000	+	chr12	120092757	109148055	109248055	7	100000	8	id:f:0.843654	kc:f:0.82968
chr1	270518180	13100000	13400000	+	chr10	130530862	16686423	16911086	7	300000	8	id:f:0.848941	kc:f:0.90162
chr1	270518180	13400000	13500000	+	chr10	130530862	31235104	31335104	7	100000	8	id:f:0.843906	kc:f:0.987331
chr1	270518180	13400000	13500000	-	chrX	169476592	64886902	64986902	7	100000	8	id:f:0.843906	kc:f:0.987331
chr1	270518180	13500000	14300000	+	chr10	130530862	16985815	17755304	11	800000	9	id:f:0.869344	kc:f:0.95562
chr1	270518180	14300000	14400000	-	chrX	169476592	68933861	69033861	6	100000	8	id:f:0.837087	kc:f:0.8696
chr1	270518180	14500000	15100000	+	chr10	130530862	17914192	18480058	9	600000	8	id:f:0.844674	kc:f:0.972469
chr1	270518180	15300000	15400000	+	chr10	130530862	18666887	18766887	5	100000	8	id:f:0.829093	kc:f:0.929056
chr1	270518180	15500000	16600000	+	chr10	130530862	18841666	19917863	7	1100000	8	id:f:0.845823	kc:f:0.9642
chr1	270518180	16600000	16700000	+	chrX	169476592	64860065	64960065	6	100000	8	id:f:0.836837	kc:f:0.898834
chr1	270518180	16700000	17500000	+	chr10	130530862	19971415	20763080	5	800000	8	id:f:0.846443	kc:f:0.942847
chr1	270518180	17500000	17600000	-	chr5	151758149	95889229	95989229	6	100000	8	id:f:0.836962	kc:f:0.96852
chr1	270518180	17700000	18000000	+	chr10	130530862	20957037	21262615	7	305578	8	id:f:0.847063	kc:f:0.939614
chr1	270518180	18000000	18100000	-	chrX	169476592	48560980	48660980	9	100000	8	id:f:0.854508	kc:f:0.899212
chr1	270518180	18100000	18200000	-	chr11	121973369	21818384	21918384	8	100000	8	id:f:0.849604	kc:f:0.699567
chr1	270518180	18100000	18200000	-	chrX	169476592	71592905	71692905	8	100000	8	id:f:0.849604	kc:f:0.699567
chr1	270518180	18200000	18300000	+	chr10	130530862	57242829	57342829	8	100000	8	id:f:0.849352	kc:f:0.90682
chr1	270518180	18300000	18400000	-	chr12	120092757	14478073	14578073	8	100000	8	id:f:0.849352	kc:f:1.00144
chr1	270518180	18400000	18500000	+	chr3	159745316	106741581	106841581	6	100000	8	id:f:0.836962	kc:f:0.910498
chr1	270518180	18500000	21900000	-	chr10	130530862	25159021	28526210	9	3400000	8	id:f:0.850023	kc:f:0.953788
chr1	270518180	21000000	21100000	+	chr13	120883175	85847858	85947858	9	100000	8	id:f:0.85476	kc:f:0.888843
chr1	270518180	22000000	22200000	-	chr10	130530862	24878696	25093600	12	214904	9	id:f:0.863085	kc:f:1.09112
chr1	270518180	22300000	23100000	-	chr10	130530862	23963366	24798001	8	834635	8	id:f:0.852835	kc:f:0.950519
chr1	270518180	23100000	23200000	+	chr6	149588044	129089370	129189370	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23100000	23200000	-	chr10	130530862	57254808	57354808	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23100000	23200000	+	chr13	120883175	15080725	15180725	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23100000	23200000	+	chr16	98008968	14238353	14338353	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23100000	23200000	+	chr17	95294699	56150971	56250971	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23100000	23200000	+	chrX	169476592	57631346	57731346	5	100000	8	id:f:0.829093	kc:f:0.933094
chr1	270518180	23200000	24700000	-	chr10	130530862	22498620	23931386	6	1500000	8	id:f:0.851563	kc:f:0.928903
chr1	270518180	24800000	25200000	-	chr10	130530862	21477850	21882997	5	405147	8	id:f:0.84541	kc:f:0.939127
chr1	270518180	25300000	25400000	-	chr10	130530862	21297780	21397780	13	100000	9	id:f:0.870696	kc:f:1.00002
chr1	270518180	25400000	25500000	-	chr2	181755017	39457283	39557283	7	100000	8	id:f:0.84378	kc:f:0.708447
chr1	270518180	25500000	25600000	+	chr2	181755017	23145834	23245834	7	100000	8	id:f:0.843654	kc:f:0.925645
chr1	270518180	25500000	25600000	-	chr9	124359700	4288024	4388024	7	100000	8	id:f:0.843654	kc:f:0.925645
chr1	270518180	25600000	25700000	-	chrX	169476592	111752398	111852398	6	100000	8	id:f:0.836837	kc:f:0.97582
chr1	270518180	25700000	25800000	+	chrX	169476592	111752398	111852398	7	100000	8	id:f:0.843906	kc:f:0.841656
chr1	270518180	25900000	26000000	-	chrX	169476592	64843940	64943940	8	100000	8	id:f:0.849352	kc:f:0.872823
chr1	270518180	26000000	26100000	+	chr7	144995196	48183743	48283743	7	100000	8	id:f:0.84378	kc:f:0.89364
chr1	270518180	26000000	26200000	-	chr10	130530862	32964705	33177799	6	213094	8	id:f:0.836962	kc:f:0.894276
chr1	270518180	26300000	26400000	-	chr7	144995196	120012612	120112612	7	100000	8	id:f:0.843654	kc:f:0.823141
chr1	270518180	26300000	26400000	+	chr13	120883175	15071135	15171135	7	100000	8	id:f:0.843654	kc:f:0.823141
chr1	270518180	26400000	26700000	-	chr10	130530862	32543040	32857961	9	314921	8	id:f:0.852558	kc:f:0.968693
chr1	270518180	26700000	26800000	-	chr12	120092757	109155357	109255357	6	100000	8	id:f:0.837087	kc:f:0.846709
chr1	270518180	26800000	26900000	+	chr10	130530862	32344391	32444391	7	100000	8	id:f:0.843529	kc:f:0.899212
chr1	270518180	26900000	27000000	-	chr10	130530862	32309885	32409885	8	100000	8	id:f:0.849731	kc:f:0.942416
chr1	270518180	27000000	27100000	-	chr1	195154279	97328470	97428470	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	-	chr4	156860686	18980646	19080646	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chr5	151758149	46128412	46228412	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chr7	144995196	10347271	10447271	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chr8	130127694	69746069	69846069	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	-	chr9	124359700	10939833	11039833	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	-	chr12	120092757	101536787	101636787	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chr13	120883175	85847972	85947972	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chr18	90720763	37470873	37570873	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27000000	27100000	+	chrX	169476592	164340486	164440486	6	100000	8	id:f:0.837087	kc:f:0.91965
chr1	270518180	27100000	28100000	-	chr10	130530862	31223884	32198806	6	1000000	8	id:f:0.845464	kc:f:0.965081
chr1	270518180	28200000	28500000	-	chr10	130530862	30833826	31094139	15	300000	8	id:f:0.850401	kc:f:0.925561
chr1	270518180	28500000	28600000	-	chr9	124359700	19208807	19308807	6	100000	8	id:f:0.836962	kc:f:0.822882
chr1	270518180	28500000	28600000	+	chr16	98008968	15753298	15853298	6	100000	8	id:f:0.836962	kc:f:0.822882
chr1	270518180	28600000	29200000	-	chr10	130530862	30181608	30754559	11	600000	8	id:f:0.857409	kc:f:0.919131
chr1	270518180	29200000	29300000	-	chr1	195154279	9148220	9248220	7	100000	8	id:f:0.84378	kc:f:0.83002
chr1	270518180	29300000	29400000	-	chr10	130530862	30029739	30129739	9	100000	8	id:f:0.854634	kc:f:0.996638
chr1	270518180	29400000	29500000	-	chr1	195154279	9148932	9248932	6	100000	8	id:f:0.836837	kc:f:0.969611
chr1	270518180	29400000	29500000	+	chr7	144995196	19901464	20001464	6	100000	8	id:f:0.836837	kc:f:0.969611
chr1	270518180	29400000	29500000	+	chrX	169476592	64850217	64950217	6	100000	8	id:f:0.836837	kc:f:0.969611
chr1	270518180	29500000	30300000	-	chr10	130530862	29217735	29978756	9	800000	8	id:f:0.844392	kc:f:0.930756
chr1	270518180	29600000	29700000	-	chr1	195154279	9148932	9248932	8	100000	8	id:f:0.849478	kc:f:0.998088
chr1	270518180	29900000	30000000	+	chr9	124359700	13064846	13164846	9	100000	8	id:f:0.854508	kc:f:0.973092
chr1	270518180	30300000	30400000	-	chrX	169476592	64855629	64955629	6	100000	8	id:f:0.836962	kc:f:0.920945
chr1	270518180	30400000	30500000	-	chr10	130530862	29040606	29140606	9	100000	8	id:f:0.85476	kc:f:1.02506
chr1	270518180	30500000	30600000	-	chr4	156860686	111885617	111985617	6	100000	8	id:f:0.836837	kc:f:0.836149
chr1	270518180	30500000	30600000	+	chr9	124359700	26783205	26883205	6	100000	8	id:f:0.836837	kc:f:0.836149
chr1	270518180	30500000	30600000	+	chr12	120092757	109132089	109232089	6	100000	8	id:f:0.836837	kc:f:0.836149
chr1	270518180	30600000	30700000	-	chr8	130127694	129690262	129790262	8	100000	8	id:f:0.849731	kc:f:0.820772
chr1	270518180	30700000	35700000	-	chr13	120883175	69588261	74579417	18	5000000	9	id:f:0.864333	kc:f:0.97403
chr1	270518180	35700000	35800000	-	chr5	151758149	95575086	95675086	5	100000	8	id:f:0.828969	kc:f:0.911124
chr1	270518180	35800000	36700000	-	chr13	120883175	68724878	69502067	9	900000	8	id:f:0.852461	kc:f:0.959929
chr1	270518180	36700000	36800000	+	chr3	159745316	17441853	17541853	5	100000	8	id:f:0.829093	kc:f:0.858458
chr1	270518180	36700000	36800000	-	chr5	151758149	46115166	46215166	5	100000	8	id:f:0.829093	kc:f:0.858458
chr1	270518180	36700000	36800000	-	chr9	124359700	13105692	13205692	5	100000	8	id:f:0.829093	kc:f:0.858458
chr1	270518180	36800000	37000000	+	chr13	120883175	67571508	67839207	8	267699	9	id:f:0.860088	kc:f:0.900319
chr1	270518180	37000000	37100000	+	chr9	124359700	26783283	26883283	7	100000	8	id:f:0.843654	kc:f:0.761023
chr1	270518180	37000000	37100000	+	chr12	120092757	101518072	101618072	7	100000	8	id:f:0.843654	kc:f:0.761023
chr1	270518180	37000000	37100000	+	chrX	169476592	64840676	64940676	7	100000	8	id:f:0.843654	kc:f:0.761023
chr1	270518180	37200000	37300000	-	chr12	120092757	14486949	14586949	6	100000	8	id:f:0.836962	kc:f:0.708447
chr1	270518180	37300000	37400000	+	chr7	144995196	142308699	142408699	7	100000	8	id:f:0.843906	kc:f:0.8417
chr1	270518180	37300000	37400000	+	chr12	120092757	109155357	109255357	7	100000	8	id:f:0.843906	kc:f:0.8417
chr1	270518180	37300000	37400000	+	chr13	120883175	15074132	15174132	7	100000	8	id:f:0.843906	kc:f:0.8417
chr1	270518180	37300000	37400000	+	chr19	61420004	9429084	9529084	7	100000	8	id:f:0.843906	kc:f:0.8417
chr1	270518180	37400000	37500000	-	chrX	169476592	64845534	64945534	6	100000	8	id:f:0.837212	kc:f:0.872806
chr1	270518180	37700000	37800000	-	chr13	120883175	12802428	12902428	6	100000	8	id:f:0.836837	kc:f:0.847158
chr1	270518180	38000000	38100000	+	chr7	144995196	12240832	12340832	6	100000	8	id:f:0.836837	kc:f:0.793812
chr1	270518180	38000000	38100000	+	chr12	120092757	109154397	109254397	6	100000	8	id:f:0.836837	kc:f:0.793812
chr1	270518180	38100000	38200000	+	chr2	181755017	7391274	7491274	7	100000	8	id:f:0.843906	kc:f:0.966405
chr1	270518180	38200000	38300000	-	chr7	144995196	62376560	62476560	5	100000	8	id:f:0.829093	kc:f:0.966242
chr1	270518180	38300000	38400000	+	chr14	125139656	50494751	50594751	6	100000	8	id:f:0.836837	kc:f:0.725001
chr1	270518180	38400000	38500000	+	chr13	120883175	15077904	15177904	7	100000	8	id:f:0.84378	kc:f:0.896466
chr1	270518180	38500000	38600000	+	chr1	195154279	18824211	18924211	5	100000	8	id:f:0.829093	kc:f:0.905951
chr1	270518180	38600000	38700000	-	chr7	144995196	12240832	12340832	6	100000	8	id:f:0.836962	kc:f:1.04786
chr1	270518180	38600000	38700000	-	chr9	124359700	91054174	91154174	6	100000	8	id:f:0.836962	kc:f:1.04786
chr1	270518180	38600000	38700000	+	chr15	104073951	33939173	34039173	6	100000	8	id:f:0.836962	kc:f:1.04786
chr1	270518180	38600000	38700000	-	chrX	169476592	68933001	69033001	6	100000	8	id:f:0.836962	kc:f:1.04786
chr1	270518180	38700000	38800000	-	chrX	169476592	38913777	39013777	5	100000	8	id:f:0.829093	kc:f:0.893999
chr1	270518180	38800000	38900000	+	chr12	120092757	109155357	109255357	7	100000	8	id:f:0.84378	kc:f:0.915675
chr1	270518180	38900000	39000000	-	chr7	144995196	12219240	12319240	6	100000	8	id:f:0.836962	kc:f:0.851746
chr1	270518180	39000000	39100000	+	chr1	195154279	18837713	18937713	6	100000	8	id:f:0.836962	kc:f:0.868639
chr1	270518180	39200000	39300000	-	chr1	195154279	18825276	18925276	6	100000	8	id:f:0.837087	kc:f:0.904061
chr1	270518180	39200000	39300000	+	chrX	169476592	140959726	141059726	6	100000	8	id:f:0.837087	kc:f:0.904061
chr1	270518180	39300000	39400000	+	chr1	195154279	9112955	9212955	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	-	chr7	144995196	93498617	93598617	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	+	chr10	130530862	15488918	15588918	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	+	chr11	121973369	21773804	21873804	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	-	chr12	120092757	14486949	14586949	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	+	chr13	120883175	13135977	13235977	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	-	chr18	90720763	85070412	85170412	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	-	chr19	61420004	7684704	7784704	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39300000	39400000	+	chrX	169476592	48576141	48676141	6	100000	8	id:f:0.836962	kc:f:0.868511
chr1	270518180	39400000	39500000	-	chr2	181755017	61667149	61767149	6	100000	8	id:f:0.836962	kc:f:1.02716
chr1	270518180	39400000	39500000	+	chr13	120883175	15073689	15173689	6	100000	8	id:f:0.836962	kc:f:1.02716
chr1	270518180	39400000	39500000	-	chr14	125139656	37688732	37788732	6	100000	8	id:f:0.836962	kc:f:1.02716
chr1	270518180	39400000	39500000	+	chr19	61420004	9429084	9529084	6	100000	8	id:f:0.836962	kc:f:1.02716
chr1	270518180	39600000	39700000	+	chr7	144995196	47984180	48084180	6	100000	8	id:f:0.837212	kc:f:0.890788
chr1	270518180	39600000	39700000	+	chr12	120092757	109142512	109242512	6	100000	8	id:f:0.837212	kc:f:0.890788
chr1	270518180	39700000	39800000	-	chr4	156860686	78705306	78805306	6	100000	8	id:f:0.836837	kc:f:1.00319
chr1	270518180	39700000	39800000	-	chr12	120092757	109155357	109255357	6	100000	8	id:f:0.836837	kc:f:1.00319
chr1	270518180	39800000	39900000	+	chr1	195154279	9123590	9223590	5	100000	8	id:f:0.829093	kc:f:0.875393
chr1	270518180	39800000	39900000	+	chr7	144995196	12234593	12334593	5	100000	8	id:f:0.829093	kc:f:0.875393
chr1	270518180	39800000	39900000	-	chr14	125139656	50492880	50592880	5	100000	8	id:f:0.829093	kc:f:0.875393
chr1	270518180	39800000	39900000	-	chr15	104073951	62900398	63000398	5	100000	8	id:f:0.829093	kc:f:0.875393
chr1	270518180	39800000	39900000	-	chrX	169476592	64838696	64938696	5	100000	8	id:f:0.829093	kc:f:0.875393
chr1	270518180	39900000	40000000	+	chr9	124359700	3563847	3663847	6	100000	8	id:f:0.837087	kc:f:0.905356
chr1	270518180	39900000	40000000	+	chr18	90720763	17084792	17184792	6	100000	8	id:f:0.837087	kc:f:0.905356
chr1	270518180	39900000	40000000	-	chrX	169476592	48579777	48679777	6	100000	8	id:f:0.837087	kc:f:0.905356
chr1	270518180	40000000	40100000	+	chr5	151758149	138509805	138609805	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40000000	40100000	-	chr7	144995196	93498617	93598617	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40000000	40100000	+	chr8	130127694	19033954	19133954	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40000000	40100000	+	chr10	130530862	15501850	15601850	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40000000	40100000	+	chr13	120883175	75461732	75561732	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40000000	40100000	+	chrX	169476592	5476554	5576554	6	100000	8	id:f:0.836962	kc:f:0.797866
chr1	270518180	40100000	40200000	-	chr4	156860686	111881795	111981795	6	100000	8	id:f:0.837087	kc:f:0.916547
chr1	270518180	40100000	40200000	-	chr12	120092757	109155357	109255357	6	100000	8	id:f:0.837087	kc:f:0.916547
chr1	270518180	40300000	40400000	-	chr11	121973369	21413123	21513123	5	100000	8	id:f:0.829217	kc:f:0.912696
chr1	270518180	40400000	40500000	+	chr14	125139656	50485709	50585709	6	100000	8	id:f:0.836962	kc:f:0.883024
