seq	s	e	gc	n
chr1	27700000	27800000	0.3951	0.0
chr1	27800000	27900000	0.41614	0.0
chr1	27900000	28000000	0.40907	0.0
chr1	28000000	28100000	0.41565	0.0
chr1	28100000	28200000	0.42097	0.0
chr1	28200000	28300000	0.40609	0.0
chr1	28300000	28400000	0.40813	0.0
chr1	28400000	28500000	0.40358	0.0
chr1	28500000	28600000	0.40326	0.0
chr1	28600000	28700000	0.4167	0.0
chr1	28700000	28800000	0.41813	0.0
chr1	28800000	28900000	0.41207	0.0
chr1	28900000	29000000	0.41299	0.0
chr1	29000000	29100000	0.40376	0.0
chr1	29100000	29200000	0.39676	0.0
chr1	29200000	29300000	0.38672	0.0
chr1	29300000	29400000	0.38822	0.0
chr1	29400000	29500000	0.38759	0.0
chr1	29500000	29600000	0.37915	0.0
chr1	29600000	29700000	0.37582	0.0
chr1	29700000	29800000	0.38299	0.0
chr1	29800000	29900000	0.36701	0.0
chr1	29900000	30000000	0.37634	0.0
chr1	30000000	30100000	0.39001	0.0
chr1	30100000	30200000	0.39107	0.0
chr1	30200000	30300000	0.39439	0.0
chr1	30300000	30400000	0.39241	0.0
chr1	30400000	30500000	0.40101	0.0
chr1	30500000	30600000	0.40421	0.0
chr1	30600000	30700000	0.40362	0.0
chr1	30700000	30800000	0.42113	0.0
chr1	30800000	30900000	0.43601	0.0
chr1	30900000	31000000	0.4643	0.0
chr1	31000000	31100000	0.45865	0.0
chr1	31100000	31200000	0.46931	0.0
chr1	31200000	31300000	0.48302	0.0
chr1	31300000	31400000	0.50202	0.0
chr1	31400000	31500000	0.48599	0.0
chr1	31500000	31600000	0.4759	0.0
chr1	31600000	31700000	0.48806	0.0
chr1	31700000	31800000	0.47121	0.0
chr1	31800000	31900000	0.48877	0.0
chr1	31900000	32000000	0.45279	0.0
chr1	32000000	32100000	0.44875	0.0
chr1	32100000	32200000	0.44811	0.0
chr1	32200000	32300000	0.43409	0.0
chr1	32300000	32400000	0.44312	0.0
chr1	32400000	32500000	0.46627	0.0
chr1	32500000	32600000	0.43229	0.0
chr1	32600000	32700000	0.43065	0.0
chr1	32700000	32800000	0.44553	0.0
chr1	32800000	32900000	0.43502	0.0
chr1	32900000	33000000	0.43809	0.0
chr1	33000000	33100000	0.42732	0.0
chr1	33100000	33200000	0.44985	0.0
chr1	33200000	33300000	0.41702	0.0
chr1	33300000	33400000	0.41843	0.0
chr1	33400000	33500000	0.42662	0.0
chr1	33500000	33600000	0.42219	0.0
chr1	33600000	33700000	0.42627	0.0
chr1	33700000	33800000	0.41557	0.0
chr1	33800000	33900000	0.43058	0.0
chr1	33900000	34000000	0.42937	0.0
chr1	34000000	34100000	0.42732	0.0
chr1	34100000	34200000	0.4268	0.0
chr1	34200000	34300000	0.43529	0.0
chr1	34300000	34400000	0.43996	0.0
chr1	34400000	34500000	0.45383	0.0
chr1	34500000	34600000	0.44486	0.0
chr1	34600000	34700000	0.43657	0.0
chr1	34700000	34800000	0.4378	0.0
chr1	34800000	34900000	0.4364	0.0
chr1	34900000	35000000	0.42809	0.0
chr1	35000000	35100000	0.43207	0.0
chr1	35100000	35200000	0.44506	0.0
chr1	35200000	35300000	0.45062	0.0
chr1	35300000	35400000	0.46168	0.0
chr1	35400000	35500000	0.45826	0.0
chr1	35500000	35600000	0.46346	0.0
chr1	35600000	35700000	0.45289	0.0
chr1	35700000	35800000	0.44198	0.0
chr1	35800000	35900000	0.4192	0.0
chr1	35900000	36000000	0.43468	0.0
chr1	36000000	36100000	0.40721	0.0
chr1	36100000	36200000	0.41478	0.0
chr1	36200000	36300000	0.42105	0.0
chr1	36300000	36400000	0.41194	0.0
chr1	36400000	36500000	0.41194	0.0
chr1	36500000	36600000	0.41205	0.0
chr1	36600000	36700000	0.43356	0.0
chr1	36700000	36800000	0.41961	0.0
chr1	36800000	36900000	0.39871	0.0
chr1	36900000	37000000	0.39894	0.0
chr1	37000000	37100000	0.40331	0.0
chr1	37100000	37200000	0.41228	0.0
chr1	37200000	37300000	0.3935	0.0
chr1	37300000	37400000	0.38322	0.0
chr1	37400000	37500000	0.39389	0.0
chr1	37500000	37600000	0.41886	0.0
chr1	37600000	37700000	0.39896	0.0
chr1	37700000	37800000	0.42286	0.0
chr1	37800000	37900000	0.40083	0.0
chr1	37900000	38000000	0.41654	0.0
chr1	38000000	38100000	0.38553	0.0
chr1	38100000	38200000	0.38221	0.0
chr1	38200000	38300000	0.40338	0.0
chr1	38300000	38400000	0.38988	0.0
chr1	38400000	38500000	0.38258	0.0
chr1	38500000	38600000	0.39561	0.0
chr1	38600000	38700000	0.37581	0.0
chr1	38700000	38800000	0.39451	0.0
chr1	38800000	38900000	0.37671	0.0
chr1	38900000	39000000	0.38715	0.0
chr1	39000000	39100000	0.38174	0.0
chr1	39100000	39200000	0.38173	0.0
chr1	39200000	39300000	0.38298	0.0
chr1	39300000	39400000	0.39046	0.0
chr1	39400000	39500000	0.38379	0.0
chr1	39500000	39600000	0.37736	0.0
chr1	39600000	39700000	0.37981	0.0
chr1	39700000	39800000	0.38708	0.0
chr1	39800000	39900000	0.40042	0.0
chr1	39900000	40000000	0.38066	0.0
chr1	40000000	40100000	0.38755	0.0
chr1	40100000	40200000	0.39125	0.0
chr1	40200000	40300000	0.38913	0.0
chr1	40300000	40400000	0.40609	0.0
chr1	40400000	40500000	0.3905	0.0
chr1	40500000	40600000	0.38306	0.0
chr1	40600000	40700000	0.3955	0.0
chr1	40700000	40800000	0.40748	0.0
chr1	40800000	40900000	0.42377	0.0
chr1	40900000	41000000	0.39774	0.0
chr1	41000000	41100000	0.4152	0.0
chr1	41100000	41200000	0.38539	0.0
chr1	41200000	41300000	0.38402	0.0
chr1	41300000	41400000	0.40368	0.0
chr1	41400000	41500000	0.40766	0.0
chr1	41500000	41600000	0.39534	0.0
chr1	41600000	41700000	0.39124	0.0
chr1	41700000	41800000	0.40542	0.0
chr1	41800000	41900000	0.39823	0.0
chr1	41900000	42000000	0.41043	0.0
chr1	42000000	42100000	0.40787	0.0
chr1	42100000	42200000	0.42986	0.0
chr1	42200000	42300000	0.42127	0.0
chr1	42300000	42400000	0.42225	0.0
chr1	42400000	42500000	0.42178	0.0
chr1	42500000	42600000	0.41845	0.0
chr1	42600000	42700000	0.41773	0.0
chr1	42700000	42800000	0.4263	0.0
chr1	42800000	42900000	0.43446	0.0
chr1	42900000	43000000	0.43733	0.0
chr1	43000000	43100000	0.44495	0.0
chr1	43100000	43200000	0.44692	0.0
chr1	43200000	43300000	0.45238	0.0
chr1	43300000	43400000	0.42551	0.0
chr1	43400000	43500000	0.42241	0.0
chr1	43500000	43600000	0.41892	0.0
chr1	43600000	43700000	0.41498	0.0
chr1	43700000	43800000	0.40095	0.0
chr1	43800000	43900000	0.40837	0.0
chr1	43900000	44000000	0.4278	0.0
chr1	44000000	44100000	0.42461	0.0
chr1	44100000	44200000	0.42644	0.0
chr1	44200000	44300000	0.40254	0.0
chr1	44300000	44400000	0.4178	0.0
chr1	44400000	44500000	0.41518	0.0
chr1	44500000	44600000	0.40268	0.0
chr1	44600000	44700000	0.42	0.0
chr1	44700000	44800000	0.41035	0.0
chr1	44800000	44900000	0.40805	0.0
chr1	44900000	45000000	0.39603	0.0
chr1	45000000	45100000	0.39163	0.0
chr1	45100000	45200000	0.39264	0.0
chr1	45200000	45300000	0.39028	0.0
chr1	45300000	45400000	0.38726	0.0
chr1	45400000	45500000	0.39604	0.0
chr1	45500000	45600000	0.39814	0.0
chr1	45600000	45700000	0.40611	0.0
chr1	45700000	45800000	0.41205	0.0
chr1	45800000	45900000	0.42671	0.0
chr1	45900000	46000000	0.46888	0.0
chr1	46000000	46100000	0.43919	0.0
chr1	46100000	46200000	0.41788	0.0
chr1	46200000	46300000	0.46164	0.0
chr1	46300000	46400000	0.45176	0.0
chr1	46400000	46500000	0.45496	0.0
chr1	46500000	46600000	0.42793	0.0
chr1	46600000	46700000	0.41409	0.0
chr1	46700000	46800000	0.40748	0.0
chr1	46800000	46900000	0.40606	0.0
chr1	46900000	47000000	0.41643	0.0
chr1	47000000	47100000	0.40495	0.0
chr1	47100000	47200000	0.40999	0.0
chr1	47200000	47300000	0.42008	0.0
chr1	47300000	47400000	0.41009	0.0
chr1	47400000	47500000	0.41773	0.0
chr1	47500000	47600000	0.44132	0.0
chr1	47600000	47700000	0.4202	0.0
chr1	47700000	47800000	0.44715	0.0
chr1	47800000	47900000	0.44939	0.0
chr1	47900000	48000000	0.45029	0.0
chr1	48000000	48100000	0.45374	0.0
chr1	48100000	48200000	0.45095	0.0
chr1	48200000	48300000	0.46471	0.0
chr1	48300000	48400000	0.48735	0.0
chr1	48400000	48500000	0.45484	0.0
chr1	48500000	48600000	0.46651	0.0
chr1	48600000	48700000	0.47261	0.0
chr1	48700000	48800000	0.46273	0.0
chr1	48800000	48900000	0.45205	0.0
chr1	48900000	49000000	0.48731	0.0
chr1	49000000	49100000	0.45657	0.0
chr1	49100000	49200000	0.43375	0.0
chr1	49200000	49300000	0.48396	0.0
chr1	49300000	49400000	0.48004	0.0
chr1	49400000	49500000	0.46084	0.0
chr1	49500000	49600000	0.44024	0.0
chr1	49600000	49700000	0.45991	0.0
chr1	49700000	49800000	0.45175	0.0
chr1	49800000	49900000	0.4422	0.0
chr1	49900000	50000000	0.44701	0.0
chr1	50000000	50100000	0.43435	0.0
chr1	50100000	50200000	0.47231	0.0
chr1	50200000	50300000	0.47842	0.0
chr1	50300000	50400000	0.47272	0.0
chr1	50400000	50500000	0.46598	0.0
chr1	50500000	50600000	0.47441	0.0
chr1	50600000	50700000	0.47329	0.0
chr1	50700000	50800000	0.45774	0.0
chr1	50800000	50900000	0.4541	0.0
chr1	50900000	51000000	0.45511	0.0
chr1	51000000	51100000	0.48463	0.0
chr1	51100000	51200000	0.46308	0.0
chr1	51200000	51300000	0.45963	0.0
chr1	51300000	51400000	0.45722	0.0
chr1	51400000	51500000	0.44606	0.0
chr1	51500000	51600000	0.44213	0.0
chr1	51600000	51700000	0.43643	0.0
chr1	51700000	51800000	0.43982	0.0
chr1	51800000	51900000	0.41719	0.0
chr1	51900000	52000000	0.41815	0.0
chr1	52000000	52100000	0.41502	0.0
chr1	52100000	52200000	0.41713	0.0
chr1	52200000	52300000	0.41647	0.0
chr1	52300000	52400000	0.39968	0.0
chr1	52400000	52500000	0.39398	0.0
chr1	52500000	52600000	0.42065	0.0
chr1	52600000	52700000	0.42956	0.0
chr1	52700000	52800000	0.45402	0.0
chr1	52800000	52900000	0.46907	0.0
chr1	52900000	53000000	0.40079	0.0
chr1	53000000	53100000	0.40383	0.0
chr1	53100000	53200000	0.4484	0.0
chr1	53200000	53300000	0.4483	0.0
chr1	53300000	53400000	0.43885	0.0
chr1	53400000	53500000	0.43835	0.0
chr1	53500000	53600000	0.42067	0.0
chr1	53600000	53700000	0.41049	0.0
chr1	53700000	53800000	0.41348	0.0
chr1	53800000	53900000	0.40999	0.0
chr1	53900000	54000000	0.41885	0.0
chr1	54000000	54100000	0.42001	0.0
chr1	54100000	54200000	0.42805	0.0
chr1	54200000	54300000	0.4343	0.0
chr1	54300000	54400000	0.4691	0.0
chr1	54400000	54500000	0.46955	0.0
chr1	54500000	54600000	0.45056	0.0
chr1	54600000	54700000	0.47134	0.0
chr1	54700000	54800000	0.4702	0.0
chr1	54800000	54900000	0.47501	0.0
chr1	54900000	55000000	0.4685	0.0
chr1	55000000	55100000	0.46931	0.0
chr1	55100000	55200000	0.45082	0.0
chr1	55200000	55300000	0.47397	0.0
chr1	55300000	55400000	0.48404	0.0
chr1	55400000	55500000	0.48296	0.0
chr1	55500000	55600000	0.46741	0.0
chr1	55600000	55700000	0.44445	0.0
chr1	55700000	55800000	0.44804	0.0
chr1	55800000	55900000	0.44609	0.0
chr1	55900000	56000000	0.44215	0.0
chr1	56000000	56100000	0.44089	0.0
chr1	56100000	56200000	0.44741	0.0
chr1	56200000	56300000	0.44787	0.0
chr1	56300000	56400000	0.4468	0.0
chr1	56400000	56500000	0.43149222766769896	0.00223
chr1	56500000	56600000	0.43842842842842844	0.001
chr1	56600000	56700000	0.44576	0.0
chr1	56700000	56800000	0.44851	0.0
chr1	56800000	56900000	0.44381	0.0
chr1	56900000	57000000	0.45106	0.0
chr1	57000000	57100000	0.44194	0.0
chr1	57100000	57200000	0.45083	0.0
chr1	57200000	57300000	0.44176	0.0
chr1	57300000	57400000	0.45162324649298596	0.002
chr1	57400000	57500000	0.44722	0.0
chr1	57500000	57600000	0.44076	0.0
chr1	57600000	57700000	0.4478	0.0
chr1	57700000	57800000	0.45315	0.0
chr1	57800000	57900000	0.45969	0.0
chr1	57900000	58000000	0.46826	0.0
chr1	58000000	58100000	0.42448	0.0
chr1	58100000	58200000	0.41407	0.0
chr1	58200000	58300000	0.44443	0.0
chr1	58300000	58400000	0.42848	0.0
chr1	58400000	58500000	0.37897	0.0
chr1	58500000	58600000	0.38798	0.0
chr1	58600000	58700000	0.37244	0.0
chr1	58700000	58800000	0.37314	0.0
chr1	58800000	58900000	0.36457	0.0
chr1	58900000	59000000	0.37848	0.0
chr1	59000000	59100000	0.38583	0.0
chr1	59100000	59200000	0.43458	0.0
chr1	59200000	59300000	0.43582	0.0
chr1	59300000	59400000	0.4464	0.0
chr1	59400000	59500000	0.43295	0.0
chr1	59500000	59600000	0.44922	0.0
chr1	59600000	59700000	0.43951	0.0
chr1	59700000	59800000	0.43256	0.0
chr1	59800000	59900000	0.4398196392785571	0.002
chr1	59900000	60000000	0.43969	0.0
chr1	60000000	60100000	0.43604	0.0
chr1	60100000	60200000	0.44288	0.0
chr1	60200000	60300000	0.44667	0.0
chr1	60300000	60400000	0.42996	0.0
chr1	60400000	60500000	0.45058	0.0
chr1	60500000	60600000	0.43709	0.0
chr1	60600000	60700000	0.4343298958760515	0.00023
chr1	60700000	60800000	0.45197	0.0
chr1	60800000	60900000	0.4415	0.0
chr1	60900000	61000000	0.43849	0.0
chr1	61000000	61100000	0.43888	0.0
chr1	61100000	61200000	0.44455	0.0
chr1	61200000	61300000	0.44855	0.0
chr1	61300000	61400000	0.45175	0.0
chr1	61400000	61500000	0.44357	0.0
chr1	61500000	61600000	0.44197	0.0
chr1	61600000	61700000	0.44434	0.0
chr1	61700000	61800000	0.44815	0.0
chr1	61800000	61900000	0.43902	0.0
chr1	61900000	62000000	0.43445	0.0
chr1	62000000	62100000	0.43798	0.0
chr1	62100000	62200000	0.43757	0.0
chr1	62200000	62300000	0.44866	0.0
chr1	62300000	62400000	0.43554	0.0
chr1	62400000	62500000	0.43946	0.0
chr1	62500000	62600000	0.44317	0.0
chr1	62600000	62700000	0.43853	0.0
chr1	62700000	62800000	0.42991	0.0
chr1	62800000	62900000	0.44156	0.0
chr1	62900000	63000000	0.44829	0.0
chr1	63000000	63100000	0.43929	0.0
chr1	63100000	63200000	0.4454	0.0
chr1	63200000	63300000	0.4375	0.0
chr1	63300000	63400000	0.43679046180621545	0.00023
chr1	63400000	63500000	0.43861	0.0
chr1	63500000	63600000	0.4444	0.0
chr1	63600000	63700000	0.44753	0.0
chr1	63700000	63800000	0.46428	0.0
chr1	63800000	63900000	0.48746	0.0
chr1	63900000	64000000	0.47038	0.0
chr1	64000000	64100000	0.46598	0.0
chr1	64100000	64200000	0.44852	0.0
chr1	64200000	64300000	0.43339	0.0
chr1	64300000	64400000	0.45205	0.0
chr1	64400000	64500000	0.43058	0.0
chr1	64500000	64600000	0.41545	0.0
chr1	64600000	64700000	0.4362	0.0
chr1	64700000	64800000	0.46206	0.0
chr1	64800000	64900000	0.46744	0.0
chr1	64900000	65000000	0.46746	0.0
chr1	65000000	65100000	0.45464	0.0
chr1	65100000	65200000	0.42467	0.0
chr1	65200000	65300000	0.41093	0.0
chr1	65300000	65400000	0.40381	0.0
chr1	65400000	65500000	0.42484	0.0
chr1	65500000	65600000	0.40583	0.0
chr1	65600000	65700000	0.39892	0.0
chr1	65700000	65800000	0.38213	0.0
chr1	65800000	65900000	0.38261	0.0
chr1	65900000	66000000	0.38243	0.0
chr1	66000000	66100000	0.38973	0.0
chr1	66100000	66200000	0.38318	0.0
chr1	66200000	66300000	0.37381	0.0
