seq	s	e	repeat_fraction
GRCr8:chr1	9400000	9500000	0.23985
GRCr8:chr1	9500000	9600000	0.30656
GRCr8:chr1	9600000	9700000	0.37148
GRCr8:chr1	9700000	9800000	0.41817
GRCr8:chr1	9800000	9900000	0.38066
GRCr8:chr1	9900000	10000000	0.23686
GRCr8:chr1	10000000	10100000	0.31019
GRCr8:chr1	10100000	10200000	0.40591
GRCr8:chr1	10200000	10300000	0.25984
GRCr8:chr1	10300000	10400000	0.23105
GRCr8:chr1	10400000	10500000	0.33728
GRCr8:chr1	10500000	10600000	0.44716
GRCr8:chr1	10600000	10700000	0.27786
GRCr8:chr1	10700000	10800000	0.2985
GRCr8:chr1	10800000	10900000	0.33734
GRCr8:chr1	10900000	11000000	0.43582
GRCr8:chr1	11000000	11100000	0.60396
GRCr8:chr1	11100000	11200000	0.61186
GRCr8:chr1	11200000	11300000	0.6131
GRCr8:chr1	11300000	11400000	0.58038
GRCr8:chr1	11400000	11500000	0.55589
GRCr8:chr1	11500000	11600000	0.4655
GRCr8:chr1	11600000	11700000	0.59962
GRCr8:chr1	11700000	11800000	0.6783
GRCr8:chr1	11800000	11900000	0.56465
GRCr8:chr1	11900000	12000000	0.49013
GRCr8:chr1	12000000	12100000	0.72116
GRCr8:chr1	12100000	12200000	0.67957
GRCr8:chr1	12200000	12300000	0.65334
GRCr8:chr1	12300000	12400000	0.65608
GRCr8:chr1	12400000	12500000	0.53213
GRCr8:chr1	12500000	12600000	0.57427
GRCr8:chr1	12600000	12700000	0.56904
GRCr8:chr1	12700000	12800000	0.45342
GRCr8:chr1	12800000	12900000	0.50138
GRCr8:chr1	12900000	13000000	0.46647
GRCr8:chr1	13000000	13100000	0.57741
GRCr8:chr1	13100000	13200000	0.60208
GRCr8:chr1	13200000	13300000	0.48179
GRCr8:chr1	13300000	13400000	0.35946
GRCr8:chr1	13400000	13500000	0.63366
GRCr8:chr1	13500000	13600000	0.53489
GRCr8:chr1	13600000	13700000	0.44662
GRCr8:chr1	13700000	13800000	0.3801
GRCr8:chr1	13800000	13900000	0.38486
GRCr8:chr1	13900000	14000000	0.24371
GRCr8:chr1	14000000	14100000	0.28003
GRCr8:chr1	14100000	14200000	0.36725
GRCr8:chr1	14200000	14300000	0.44707
GRCr8:chr1	14300000	14400000	0.52418
GRCr8:chr1	14400000	14500000	0.54487
GRCr8:chr1	14500000	14600000	0.35472
GRCr8:chr1	14600000	14700000	0.40508
GRCr8:chr1	14700000	14800000	0.5003
GRCr8:chr1	14800000	14900000	0.30724
GRCr8:chr1	14900000	15000000	0.25147
GRCr8:chr1	15000000	15100000	0.4504
GRCr8:chr1	15100000	15200000	0.30271
GRCr8:chr1	15200000	15300000	0.40315
GRCr8:chr1	15300000	15400000	0.48733
GRCr8:chr1	15400000	15500000	0.50164
GRCr8:chr1	15500000	15600000	0.31899
GRCr8:chr1	15600000	15700000	0.41618
GRCr8:chr1	15700000	15800000	0.3461
GRCr8:chr1	15800000	15900000	0.35368
GRCr8:chr1	15900000	16000000	0.30747
GRCr8:chr1	16000000	16100000	0.36801
GRCr8:chr1	16100000	16200000	0.39648
GRCr8:chr1	16200000	16300000	0.43062
GRCr8:chr1	16300000	16400000	0.33947
GRCr8:chr1	16400000	16500000	0.36536
GRCr8:chr1	16500000	16600000	0.33046
GRCr8:chr1	16600000	16700000	0.28045
GRCr8:chr1	16700000	16800000	0.22892
GRCr8:chr1	16800000	16900000	0.40173
GRCr8:chr1	16900000	17000000	0.39957
GRCr8:chr1	17000000	17100000	0.37131
GRCr8:chr1	17100000	17200000	0.22555
GRCr8:chr1	17200000	17300000	0.29622
GRCr8:chr1	17300000	17400000	0.35421
GRCr8:chr1	17400000	17500000	0.52041
GRCr8:chr1	17500000	17600000	0.40967
GRCr8:chr1	17600000	17700000	0.2344
GRCr8:chr1	17700000	17800000	0.23568
GRCr8:chr1	17800000	17900000	0.34224
GRCr8:chr1	17900000	18000000	0.31236
GRCr8:chr1	18000000	18100000	0.56325
GRCr8:chr1	18100000	18200000	0.75292
GRCr8:chr1	18200000	18300000	0.5995
GRCr8:chr1	18300000	18400000	0.49223
GRCr8:chr1	18400000	18500000	0.46486
GRCr8:chr1	18500000	18600000	0.2797
GRCr8:chr1	18600000	18700000	0.20294
GRCr8:chr1	18700000	18800000	0.15753
GRCr8:chr1	18800000	18900000	0.2139
GRCr8:chr1	18900000	19000000	0.29468
GRCr8:chr1	19000000	19100000	0.32484
GRCr8:chr1	19100000	19200000	0.50738
GRCr8:chr1	19200000	19300000	0.43156
GRCr8:chr1	19300000	19400000	0.51812
GRCr8:chr1	19400000	19500000	0.50787
GRCr8:chr1	19500000	19600000	0.37321
GRCr8:chr1	19600000	19700000	0.29347
GRCr8:chr1	19700000	19800000	0.3646
GRCr8:chr1	19800000	19900000	0.32299
GRCr8:chr1	19900000	20000000	0.29023
GRCr8:chr1	20000000	20100000	0.42463
GRCr8:chr1	20100000	20200000	0.55594
GRCr8:chr1	20200000	20300000	0.37723
GRCr8:chr1	20300000	20400000	0.28247
GRCr8:chr1	20400000	20500000	0.62109
GRCr8:chr1	20500000	20600000	0.51929
GRCr8:chr1	20600000	20700000	0.48789
GRCr8:chr1	20700000	20800000	0.69641
GRCr8:chr1	20800000	20900000	0.23595
GRCr8:chr1	20900000	21000000	0.45948
GRCr8:chr1	21000000	21100000	0.56285
GRCr8:chr1	21100000	21200000	0.38013
GRCr8:chr1	21200000	21300000	0.38174
GRCr8:chr1	21300000	21400000	0.44715
GRCr8:chr1	21400000	21500000	0.41477
GRCr8:chr1	21500000	21600000	0.53254
GRCr8:chr1	21600000	21700000	0.47691
GRCr8:chr1	21700000	21800000	0.17389
GRCr8:chr1	21800000	21900000	0.41372
GRCr8:chr1	21900000	22000000	0.3517
GRCr8:chr1	22000000	22100000	0.33328
GRCr8:chr1	22100000	22200000	0.5031
GRCr8:chr1	22200000	22300000	0.49191
GRCr8:chr1	22300000	22400000	0.34753
GRCr8:chr1	22400000	22500000	0.32906
GRCr8:chr1	22500000	22600000	0.3217
GRCr8:chr1	22600000	22700000	0.30306
GRCr8:chr1	22700000	22800000	0.33064
GRCr8:chr1	22800000	22900000	0.34656
GRCr8:chr1	22900000	23000000	0.2969
GRCr8:chr1	23000000	23100000	0.34672
GRCr8:chr1	23100000	23200000	0.5712
GRCr8:chr1	23200000	23300000	0.40714
GRCr8:chr1	23300000	23400000	0.38177
GRCr8:chr1	23400000	23500000	0.64715
GRCr8:chr1	23500000	23600000	0.5537
GRCr8:chr1	23600000	23700000	0.35732
GRCr8:chr1	23700000	23800000	0.48546
GRCr8:chr1	23800000	23900000	0.57763
GRCr8:chr1	23900000	24000000	0.2909
GRCr8:chr1	24000000	24100000	0.19462
GRCr8:chr1	24100000	24200000	0.19055
GRCr8:chr1	24200000	24300000	0.35009
GRCr8:chr1	24300000	24400000	0.4609
GRCr8:chr1	24400000	24500000	0.3267
GRCr8:chr1	24500000	24600000	0.57531
GRCr8:chr1	24600000	24700000	0.25181
GRCr8:chr1	24700000	24800000	0.5614
GRCr8:chr1	24800000	24900000	0.34225
GRCr8:chr1	24900000	25000000	0.38117
GRCr8:chr1	25000000	25100000	0.3264
GRCr8:chr1	25100000	25200000	0.25288
GRCr8:chr1	25200000	25300000	0.24247
GRCr8:chr1	25300000	25400000	0.32489
GRCr8:chr1	25400000	25500000	0.71503
GRCr8:chr1	25500000	25600000	0.63351
GRCr8:chr1	25600000	25700000	0.54733
GRCr8:chr1	25700000	25800000	0.64117
GRCr8:chr1	25800000	25900000	0.53087
GRCr8:chr1	25900000	26000000	0.58213
GRCr8:chr1	26000000	26100000	0.59833
GRCr8:chr1	26100000	26200000	0.40705
GRCr8:chr1	26200000	26300000	0.54767
GRCr8:chr1	26300000	26400000	0.80383
GRCr8:chr1	26400000	26500000	0.48789
GRCr8:chr1	26500000	26600000	0.39329
GRCr8:chr1	26600000	26700000	0.46222
GRCr8:chr1	26700000	26800000	0.49935
GRCr8:chr1	26800000	26900000	0.47661
GRCr8:chr1	26900000	27000000	0.54308
GRCr8:chr1	27000000	27100000	0.5429
GRCr8:chr1	27100000	27200000	0.46765
GRCr8:chr1	27200000	27300000	0.56278
GRCr8:chr1	27300000	27400000	0.50795
GRCr8:chr1	27400000	27500000	0.39084
GRCr8:chr1	27500000	27600000	0.44901
GRCr8:chr1	27600000	27700000	0.47199
GRCr8:chr1	27700000	27800000	0.61867
GRCr8:chr1	27800000	27900000	0.44766
GRCr8:chr1	27900000	28000000	0.47315
GRCr8:chr1	28000000	28100000	0.45085
GRCr8:chr1	28100000	28200000	0.44323
GRCr8:chr1	28200000	28300000	0.53872
GRCr8:chr1	28300000	28400000	0.55585
GRCr8:chr1	28400000	28500000	0.51191
GRCr8:chr1	28500000	28600000	0.61179
GRCr8:chr1	28600000	28700000	0.39468
GRCr8:chr1	28700000	28800000	0.36269
GRCr8:chr1	28800000	28900000	0.43883
GRCr8:chr1	28900000	29000000	0.49326
GRCr8:chr1	29000000	29100000	0.55302
GRCr8:chr1	29100000	29200000	0.48143
GRCr8:chr1	29200000	29300000	0.63287
GRCr8:chr1	29300000	29400000	0.6586
GRCr8:chr1	29400000	29500000	0.64521
GRCr8:chr1	29500000	29600000	0.50926
GRCr8:chr1	29600000	29700000	0.47384
GRCr8:chr1	29700000	29800000	0.42476
GRCr8:chr1	29800000	29900000	0.4861
GRCr8:chr1	29900000	30000000	0.54349
GRCr8:chr1	30000000	30100000	0.48213
GRCr8:chr1	30100000	30200000	0.24048
GRCr8:chr1	30200000	30300000	0.55484
GRCr8:chr1	30300000	30400000	0.49956
GRCr8:chr1	30400000	30500000	0.48417
GRCr8:chr1	30500000	30600000	0.59778
GRCr8:chr1	30600000	30700000	0.67934
GRCr8:chr1	30700000	30800000	0.43887
GRCr8:chr1	30800000	30900000	0.42881
GRCr8:chr1	30900000	31000000	0.28146
GRCr8:chr1	31000000	31100000	0.23469
GRCr8:chr1	31100000	31200000	0.21211
GRCr8:chr1	31200000	31300000	0.21839
GRCr8:chr1	31300000	31400000	0.20247
GRCr8:chr1	31400000	31500000	0.25241
GRCr8:chr1	31500000	31600000	0.26554
GRCr8:chr1	31600000	31700000	0.3003
GRCr8:chr1	31700000	31800000	0.30093
GRCr8:chr1	31800000	31900000	0.17472
GRCr8:chr1	31900000	32000000	0.32932
GRCr8:chr1	32000000	32100000	0.28945
GRCr8:chr1	32100000	32200000	0.2789
GRCr8:chr1	32200000	32300000	0.38729
GRCr8:chr1	32300000	32400000	0.36047
GRCr8:chr1	32400000	32500000	0.24139
GRCr8:chr1	32500000	32600000	0.34488
GRCr8:chr1	32600000	32700000	0.37118
GRCr8:chr1	32700000	32800000	0.25187
GRCr8:chr1	32800000	32900000	0.25755
GRCr8:chr1	32900000	33000000	0.28287
GRCr8:chr1	33000000	33100000	0.33243
GRCr8:chr1	33100000	33200000	0.24135
GRCr8:chr1	33200000	33300000	0.36215
GRCr8:chr1	33300000	33400000	0.45963
GRCr8:chr1	33400000	33500000	0.33805
GRCr8:chr1	33500000	33600000	0.32874
GRCr8:chr1	33600000	33700000	0.20223
GRCr8:chr1	33700000	33800000	0.28663
GRCr8:chr1	33800000	33900000	0.23755
GRCr8:chr1	33900000	34000000	0.28488
GRCr8:chr1	34000000	34100000	0.35887
GRCr8:chr1	34100000	34200000	0.43125
GRCr8:chr1	34200000	34300000	0.3214
GRCr8:chr1	34300000	34400000	0.29527
GRCr8:chr1	34400000	34500000	0.23558
GRCr8:chr1	34500000	34600000	0.32426
GRCr8:chr1	34600000	34700000	0.45499
GRCr8:chr1	34700000	34800000	0.33429
GRCr8:chr1	34800000	34900000	0.4182
GRCr8:chr1	34900000	35000000	0.36615
GRCr8:chr1	35000000	35100000	0.40703
GRCr8:chr1	35100000	35200000	0.35596
GRCr8:chr1	35200000	35300000	0.30895
GRCr8:chr1	35300000	35400000	0.39239
GRCr8:chr1	35400000	35500000	0.4229
GRCr8:chr1	35500000	35600000	0.27739
GRCr8:chr1	35600000	35700000	0.417
GRCr8:chr1	35700000	35800000	0.44043
GRCr8:chr1	35800000	35900000	0.47332
GRCr8:chr1	35900000	36000000	0.40274
GRCr8:chr1	36000000	36100000	0.44011
GRCr8:chr1	36100000	36200000	0.37719
GRCr8:chr1	36200000	36300000	0.34094
GRCr8:chr1	36300000	36400000	0.33393
GRCr8:chr1	36400000	36500000	0.50006
GRCr8:chr1	36500000	36600000	0.32099
GRCr8:chr1	36600000	36700000	0.37634
GRCr8:chr1	36700000	36800000	0.56151
GRCr8:chr1	36800000	36900000	0.44945
GRCr8:chr1	36900000	37000000	0.68699
GRCr8:chr1	37000000	37100000	0.65472
GRCr8:chr1	37100000	37200000	0.4331
GRCr8:chr1	37200000	37300000	0.63704
GRCr8:chr1	37300000	37400000	0.69645
GRCr8:chr1	37400000	37500000	0.60656
GRCr8:chr1	37500000	37600000	0.40686
GRCr8:chr1	37600000	37700000	0.17399
GRCr8:chr1	37700000	37800000	0.50941
GRCr8:chr1	37800000	37900000	0.57823
GRCr8:chr1	37900000	38000000	0.45851
GRCr8:chr1	38000000	38100000	0.68023
GRCr8:chr1	38100000	38200000	0.59304
GRCr8:chr1	38200000	38300000	0.56461
GRCr8:chr1	38300000	38400000	0.76489
GRCr8:chr1	38400000	38500000	0.66343
GRCr8:chr1	38500000	38600000	0.63891
GRCr8:chr1	38600000	38700000	0.67609
GRCr8:chr1	38700000	38800000	0.58554
GRCr8:chr1	38800000	38900000	0.676
GRCr8:chr1	38900000	39000000	0.68673
GRCr8:chr1	39000000	39100000	0.59596
GRCr8:chr1	39100000	39200000	0.49454
GRCr8:chr1	39200000	39300000	0.68418
GRCr8:chr1	39300000	39400000	0.69458
GRCr8:chr1	39400000	39500000	0.56539
GRCr8:chr1	39500000	39600000	0.46303
GRCr8:chr1	39600000	39700000	0.62563
GRCr8:chr1	39700000	39800000	0.58109
GRCr8:chr1	39800000	39900000	0.62111
GRCr8:chr1	39900000	40000000	0.68279
GRCr8:chr1	40000000	40100000	0.6961
GRCr8:chr1	40100000	40200000	0.65158
GRCr8:chr1	40200000	40300000	0.48302
GRCr8:chr1	40300000	40400000	0.36986
GRCr8:chr1	40400000	40500000	0.64126
GRCr8:chr1	40500000	40600000	0.6285
GRCr8:chr1	40600000	40700000	0.71607
GRCr8:chr1	40700000	40800000	0.71253
GRCr8:chr1	40800000	40900000	0.45047
GRCr8:chr1	40900000	41000000	0.18407
GRCr8:chr1	41000000	41100000	0.43289
GRCr8:chr1	41100000	41200000	0.61567
GRCr8:chr1	41200000	41300000	0.66242
GRCr8:chr1	41300000	41400000	0.36229
GRCr8:chr1	41400000	41500000	0.3249
GRCr8:chr1	41500000	41600000	0.58692
GRCr8:chr1	41600000	41700000	0.66088
GRCr8:chr1	41700000	41800000	0.40707
GRCr8:chr1	41800000	41900000	0.22913
GRCr8:chr1	41900000	42000000	0.51829
GRCr8:chr1	42000000	42100000	0.4553
GRCr8:chr1	42100000	42200000	0.47849
GRCr8:chr1	42200000	42300000	0.49235
GRCr8:chr1	42300000	42400000	0.61958
GRCr8:chr1	42400000	42500000	0.51557
GRCr8:chr1	42500000	42600000	0.42356
GRCr8:chr1	42600000	42700000	0.33409
GRCr8:chr1	42700000	42800000	0.2549
GRCr8:chr1	42800000	42900000	0.33106
GRCr8:chr1	42900000	43000000	0.32501
GRCr8:chr1	43000000	43100000	0.37173
GRCr8:chr1	43100000	43200000	0.50788
GRCr8:chr1	43200000	43300000	0.38123
GRCr8:chr1	43300000	43400000	0.549
GRCr8:chr1	43400000	43500000	0.48013
GRCr8:chr1	43500000	43600000	0.51344
GRCr8:chr1	43600000	43700000	0.30038
GRCr8:chr1	43700000	43800000	0.37444
GRCr8:chr1	43800000	43900000	0.25628
GRCr8:chr1	43900000	44000000	0.20941
GRCr8:chr1	44000000	44100000	0.29048
GRCr8:chr1	44100000	44200000	0.29898
GRCr8:chr1	44200000	44300000	0.28567
GRCr8:chr1	44300000	44400000	0.32957
GRCr8:chr1	44400000	44500000	0.36991
GRCr8:chr1	44500000	44600000	0.44139
GRCr8:chr1	44600000	44700000	0.38504
GRCr8:chr1	44700000	44800000	0.44049
GRCr8:chr1	44800000	44900000	0.5329
GRCr8:chr1	44900000	45000000	0.45125
GRCr8:chr1	45000000	45100000	0.58211
GRCr8:chr1	45100000	45200000	0.53817
GRCr8:chr1	45200000	45300000	0.40363
GRCr8:chr1	45300000	45400000	0.62096
GRCr8:chr1	45400000	45500000	0.52399
GRCr8:chr1	45500000	45600000	0.38893
GRCr8:chr1	45600000	45700000	0.27904
GRCr8:chr1	45700000	45800000	0.33131
GRCr8:chr1	45800000	45900000	0.47299
GRCr8:chr1	45900000	46000000	0.24708
GRCr8:chr1	46000000	46100000	0.40799
GRCr8:chr1	46100000	46200000	0.36293
GRCr8:chr1	46200000	46300000	0.21149
GRCr8:chr1	46300000	46400000	0.33877
GRCr8:chr1	46400000	46500000	0.26984
GRCr8:chr1	46500000	46600000	0.21644
GRCr8:chr1	46600000	46700000	0.39385
GRCr8:chr1	46700000	46800000	0.38345
GRCr8:chr1	46800000	46900000	0.30041
GRCr8:chr1	46900000	47000000	0.28583
GRCr8:chr1	47000000	47100000	0.32419
GRCr8:chr1	47100000	47200000	0.32845
GRCr8:chr1	47200000	47300000	0.30208
GRCr8:chr1	47300000	47400000	0.35468
GRCr8:chr1	47400000	47500000	0.42318
GRCr8:chr1	47500000	47600000	0.31638
GRCr8:chr1	47600000	47700000	0.36635
GRCr8:chr1	47700000	47800000	0.44453
GRCr8:chr1	47800000	47900000	0.38982
GRCr8:chr1	47900000	48000000	0.31812
GRCr8:chr1	48000000	48100000	0.23488
GRCr8:chr1	48100000	48200000	0.12149
GRCr8:chr1	48200000	48300000	0.15494
GRCr8:chr1	48300000	48400000	0.2229
GRCr8:chr1	48400000	48500000	0.30539
GRCr8:chr1	48500000	48600000	0.30466
GRCr8:chr1	48600000	48700000	0.24967
GRCr8:chr1	48700000	48800000	0.44677
GRCr8:chr1	48800000	48900000	0.39608
GRCr8:chr1	48900000	49000000	0.28164
GRCr8:chr1	49000000	49100000	0.27271
GRCr8:chr1	49100000	49200000	0.28457
GRCr8:chr1	49200000	49300000	0.25437
GRCr8:chr1	49300000	49400000	0.2915
GRCr8:chr1	49400000	49500000	0.36577
GRCr8:chr1	49500000	49600000	0.37418
GRCr8:chr1	49600000	49700000	0.39309
GRCr8:chr1	49700000	49800000	0.23427
GRCr8:chr1	49800000	49900000	0.4155
GRCr8:chr1	49900000	50000000	0.43451
GRCr8:chr1	50000000	50100000	0.47656
GRCr8:chr1	50100000	50200000	0.39947
GRCr8:chr1	50200000	50300000	0.37532
GRCr8:chr1	50300000	50400000	0.34726
GRCr8:chr1	50400000	50500000	0.4296
GRCr8:chr1	50500000	50600000	0.27255
GRCr8:chr1	50600000	50700000	0.28008
GRCr8:chr1	50700000	50800000	0.40922
GRCr8:chr1	50800000	50900000	0.29051
GRCr8:chr1	50900000	51000000	0.36411
GRCr8:chr1	51000000	51100000	0.15346
GRCr8:chr1	51100000	51200000	0.29516
GRCr8:chr1	51200000	51300000	0.44213
GRCr8:chr1	51300000	51400000	0.31242
GRCr8:chr1	51400000	51500000	0.31657
GRCr8:chr1	51500000	51600000	0.28867
GRCr8:chr1	51600000	51700000	0.27948
GRCr8:chr1	51700000	51800000	0.22846
GRCr8:chr1	51800000	51900000	0.27283
GRCr8:chr1	51900000	52000000	0.26022
GRCr8:chr1	52000000	52100000	0.26953
GRCr8:chr1	52100000	52200000	0.26391
GRCr8:chr1	52200000	52300000	0.26465
GRCr8:chr1	52300000	52400000	0.29618
GRCr8:chr1	52400000	52500000	0.23036
GRCr8:chr1	52500000	52600000	0.22883
GRCr8:chr1	52600000	52700000	0.19115
GRCr8:chr1	52700000	52800000	0.20166
GRCr8:chr1	52800000	52900000	0.21731
GRCr8:chr1	52900000	53000000	0.24464
GRCr8:chr1	53000000	53100000	0.23067
GRCr8:chr1	53100000	53200000	0.27793
GRCr8:chr1	53200000	53300000	0.29713
GRCr8:chr1	53300000	53400000	0.32205
GRCr8:chr1	53400000	53500000	0.28714
GRCr8:chr1	53500000	53600000	0.33844
GRCr8:chr1	53600000	53700000	0.37318
GRCr8:chr1	53700000	53800000	0.4358
GRCr8:chr1	53800000	53900000	0.40143
GRCr8:chr1	53900000	54000000	0.35543
GRCr8:chr1	54000000	54100000	0.41263
GRCr8:chr1	54100000	54200000	0.36238
GRCr8:chr1	54200000	54300000	0.35778
GRCr8:chr1	54300000	54400000	0.18325
GRCr8:chr1	54400000	54500000	0.19811
GRCr8:chr1	54500000	54600000	0.35316
GRCr8:chr1	54600000	54700000	0.3037
GRCr8:chr1	54700000	54800000	0.29019
GRCr8:chr1	54800000	54900000	0.36783
GRCr8:chr1	54900000	55000000	0.3919
GRCr8:chr1	55000000	55100000	0.29504
GRCr8:chr1	55100000	55200000	0.28273
GRCr8:chr1	55200000	55300000	0.29411
GRCr8:chr1	55300000	55400000	0.18424
GRCr8:chr1	55400000	55500000	0.24645
GRCr8:chr1	55500000	55600000	0.3933
GRCr8:chr1	55600000	55700000	0.42868
GRCr8:chr1	55700000	55800000	0.27709
GRCr8:chr1	55800000	55900000	0.32167
GRCr8:chr1	55900000	56000000	0.32249
GRCr8:chr1	56000000	56100000	0.2461
GRCr8:chr1	56100000	56200000	0.2825
GRCr8:chr1	56200000	56300000	0.24651
GRCr8:chr1	56300000	56400000	0.3144
GRCr8:chr1	56400000	56500000	0.37075
GRCr8:chr1	56500000	56600000	0.27656
GRCr8:chr1	56600000	56700000	0.26222
GRCr8:chr1	56700000	56800000	0.34218
GRCr8:chr1	56800000	56900000	0.32743
GRCr8:chr1	56900000	57000000	0.29365
GRCr8:chr1	57000000	57100000	0.28357
GRCr8:chr1	57100000	57200000	0.3383
GRCr8:chr1	57200000	57300000	0.28632
GRCr8:chr1	57300000	57400000	0.37685
GRCr8:chr1	57400000	57500000	0.26038
GRCr8:chr1	57500000	57600000	0.25983
GRCr8:chr1	57600000	57700000	0.27986
GRCr8:chr1	57700000	57800000	0.51668
GRCr8:chr1	57800000	57900000	0.42366
GRCr8:chr1	57900000	58000000	0.3458
GRCr8:chr1	58000000	58100000	0.28505
GRCr8:chr1	58100000	58200000	0.21934
GRCr8:chr1	58200000	58300000	0.21922
GRCr8:chr1	58300000	58400000	0.56606
GRCr8:chr1	58400000	58500000	0.7519
GRCr8:chr1	58500000	58600000	0.78595
GRCr8:chr1	58600000	58700000	0.69588
GRCr8:chr1	58700000	58800000	0.73056
GRCr8:chr1	58800000	58900000	0.77876
GRCr8:chr1	58900000	59000000	0.79174
GRCr8:chr1	59000000	59100000	0.63598
GRCr8:chr1	59100000	59200000	0.3114
GRCr8:chr1	59200000	59300000	0.32962
GRCr8:chr1	59300000	59400000	0.22036
GRCr8:chr1	59400000	59500000	0.32851
GRCr8:chr1	59500000	59600000	0.21646
GRCr8:chr1	59600000	59700000	0.27585
GRCr8:chr1	59700000	59800000	0.3809
GRCr8:chr1	59800000	59900000	0.27602
GRCr8:chr1	59900000	60000000	0.29807
GRCr8:chr1	60000000	60100000	0.28964
GRCr8:chr1	60100000	60200000	0.28102
GRCr8:chr1	60200000	60300000	0.24804
GRCr8:chr1	60300000	60400000	0.42561
GRCr8:chr1	60400000	60500000	0.2935
GRCr8:chr1	60500000	60600000	0.44358
GRCr8:chr1	60600000	60700000	0.32468
GRCr8:chr1	60700000	60800000	0.23251
GRCr8:chr1	60800000	60900000	0.28715
